sRNA	aCM_1	aCM_2
mmu_piR_002960_DQ548180	0	0
mmu_piR_034140_DQ721355	0	0
mmu_piR_026582_DQ710432	0	0
mmu_piR_018582_DQ698761	0	0
URS00004E822B_GR_chr10_62680960_62680989_30_+	0	0
URS00002DE36C_GR_chr10_62680965_62680994_30_+	0	0
mmu_piR_032616_DQ719064	0	0
mmu_piR_009661_DQ685275	0	0
mmu_piR_004080_DQ551588	0	0
mmu_piR_021124_DQ702467	0	0
URS00002AFC55_GR_chr10_62681044_62681072_29_+	0	0
mmu_piR_006345_DQ560923	0	0
mmu_piR_029426_DQ714528	0	0
URS000013938A_GR_chr10_62681119_62681146_28_+	0	0
mmu_piR_024416_DQ707289	0	0
mmu_piR_037080_DQ725617	0	0
URS00000B50A8_GR_chr10_62681129_62681157_29_+	0	0
mmu_piR_029568_DQ714729	0	0
URS00002EA593_GR_chr10_62681152_62681178_27_+	0	0
mmu_piR_011481_DQ688118	0	0
URS000023300A_GR_chr10_62681226_62681253_28_+	0	0
mmu_piR_031738_DQ717795	0	0
mmu_piR_021534_DQ703055	0	0
mmu_piR_006616_DQ561587	0	0
URS00002209C1_GR_chr10_62681267_62681295_29_+	0	0
URS000013A54C_GR_chr10_62681370_62681392_23_+	0	0
mmu_piR_020873_DQ702129	0	0
URS000033169C_GR_chr10_62681403_62681430_28_+	0	0
mmu_piR_004445_DQ552972	0	0
mmu_piR_026471_DQ710281	0	0
URS00000DC163_GR_chr10_62681440_62681465_26_+	0	0
URS000050DC48_GR_chr10_62681440_62681467_28_+	0	0
mmu_piR_008936_DQ568899	0	0
mmu_piR_024628_DQ707607	0	0
mmu_piR_035158_DQ722839	0	0
mmu_piR_004444_DQ552966	0	0
mmu_piR_024658_DQ707654	0	0
mmu_piR_022482_DQ704488	0	0
mmu_piR_028430_DQ713083	0	0
URS000018017F_GR_chr10_62681640_62681667_28_+	0	0
URS000013A1AB_GR_chr10_62681670_62681698_29_+	0	0
mmu_piR_013792_DQ691660	0	0
URS0000241D20_GR_chr10_62681786_62681815_30_+	0	0
mmu_piR_035974_DQ724045	0	0
mmu_piR_027215_DQ711339	0	0
mmu_piR_001307_DQ542981	0	0
URS00005AAB9F_GR_chr10_62682064_62682088_25_+	0	0
URS00000F9713_GR_chr10_62682067_62682095_29_+	0	0
mmu_piR_016915_DQ696283	0	0
mmu_piR_025954_DQ709494	0	0
URS000007496D_GR_chr10_62682094_62682120_27_+	0	0
URS0000021084_GR_chr10_62682094_62682122_29_+	0	0
mmu_piR_004362_DQ552666	0	0
mmu_piR_018163_DQ698116	0	0
mmu_piR_003390_DQ549724	0	0
mmu_piR_017114_DQ696570	0	0
URS00004770AB_GR_chr10_62682346_62682374_29_+	0	0
URS000034AA1D_GR_chr10_62682346_62682375_30_+	0	0
mmu_piR_002405_DQ546448	0	0
URS00001D5364_GR_chr10_62682351_62682378_28_+	0	0
mmu_piR_021791_DQ703432	0	0
mmu_piR_006445_DQ561155	0	0
mmu_piR_037566_DQ726320	0	0
URS000075ED26_GR_chr10_62682508_62682532_25_+	0	0
URS000075AB69_GR_chr10_62682508_62682558_51_+	0	0
URS000075B2DE_GR_chr10_62682536_62682558_23_+	0	0
mmu_piR_005250_DQ555613	0	0
URS0000407D33_GR_chr10_62682676_62682706_31_+	0	0
mmu_piR_032623_DQ719073	0	0
mmu_piR_032785_DQ719316	0	0
URS000000F3C8_GR_chr10_62682725_62682753_29_+	0	0
mmu_piR_037816_DQ726668	0	0
URS00002043FB_GR_chr10_62682788_62682817_30_+	0	0
mmu_piR_033447_DQ720338	0	0
mmu_piR_010891_DQ687206	0	0
mmu_piR_021729_DQ703345	0	0.03
mmu_piR_024982_DQ708094	0	0
mmu_piR_006672_DQ561720	0	0
URS0000012BA3_GR_chr10_62682927_62682954_28_+	0	0
URS0000565D0D_GR_chr10_62682927_62682956_30_+	0	0
mmu_piR_002424_DQ546520	0	0
URS000039B1AB_GR_chr10_62682933_62682957_25_+	0	0
mmu_piR_033693_DQ720706	0	0
mmu_piR_011380_DQ687962	0	0
URS000060829C_GR_chr10_62683001_62683030_30_+	0	0
URS00001C246F_GR_chr10_62683041_62683066_26_+	0	0
mmu_piR_032658_DQ719124	0	0
mmu_piR_019473_DQ700051	0	0
mmu_piR_012555_DQ689778	0	0
mmu_piR_037383_DQ726058	0	0
URS00002F0A6A_GR_chr10_62683500_62683528_29_+	0	0
mmu_piR_009364_DQ684777	0	0
mmu_piR_005677_DQ557073	0	0
mmu_piR_036289_DQ724482	0	0
URS0000465B99_GR_chr10_62683778_62683807_30_+	0	0
mmu_piR_021709_DQ703311	0	0
mmu_piR_022195_DQ704056	0	0
mmu_piR_019078_DQ699475	0	0
mmu_piR_031087_DQ716874	0	0.02
mmu_piR_030169_DQ715585	0	0.02
URS000020481D_GR_chr10_62683897_62683926_30_+	0	0.02
URS00004986FC_GR_chr10_62683919_62683947_29_+	0	0
mmu_piR_015041_DQ693519	0	0
URS0000475189_GR_chr10_62683930_62683958_29_+	0	0
mmu_piR_016350_DQ695446	0	0
URS00002041E9_GR_chr10_62683933_62683961_29_+	0	0
mmu_piR_011134_DQ687586	0	0
mmu_piR_006389_DQ561027	0	0
URS00003AE12F_GR_chr10_62683937_62683966_30_+	0	0
mmu_piR_007536_DQ564296	0	0
mmu_piR_009128_DQ569461	0	0
mmu_piR_022472_DQ704474	0	0
mmu_piR_001977_DQ544844	0	0
mmu_piR_018144_DQ698084	0	0
URS000006A333_GR_chr10_62684114_62684144_31_+	0	0
mmu_piR_032275_DQ718561	0	0
URS000051F736_GR_chr10_62684186_62684213_28_+	0	0
URS000019695E_GR_chr10_62684186_62684214_29_+	0	0
URS000044B294_GR_chr10_62684186_62684215_30_+	0	0
mmu_piR_000649_DQ541127	0	0
mmu_piR_009860_DQ685608	0	0
URS0000157C18_GR_chr10_62684191_62684219_29_+	0	0
URS0000612420_GR_chr10_62684194_62684222_29_+	0	0
mmu_piR_036892_DQ725343	0	0
URS00004A58B3_GR_chr10_62684384_62684409_26_+	0	0
URS00004A826B_GR_chr10_62684384_62684412_29_+	0	0
mmu_piR_012256_DQ689332	0	0
mmu_piR_019049_DQ699432	0	0
mmu_piR_019432_DQ699997	0	0
mmu_piR_038166_DQ727193	0	0
mmu_piR_003731_DQ550656	0	0
URS00001CF795_GR_chr10_62684822_62684848_27_+	0	0
mmu_piR_021664_DQ703247	0	0
URS000051F1E5_GR_chr10_62684831_62684859_29_+	0	0
mmu_piR_004229_DQ552200	0	0
mmu_piR_004000_DQ551367	0	0
URS0000262BA8_GR_chr10_62684890_62684921_32_+	0	0
mmu_piR_005909_DQ557772	0	0
mmu_piR_032485_DQ718869	0	0
URS00005848EE_GR_chr10_62684962_62684991_30_+	0	0
URS0000024A15_GR_chr10_62684963_62684991_29_+	0	0
mmu_piR_007555_DQ564368	0	0
mmu_piR_032855_DQ719419	0	0
URS0000204E00_GR_chr10_62685162_62685191_30_+	0	0
mmu_piR_037071_DQ725607	0	0
URS0000368EE5_GR_chr10_62685176_62685204_29_+	0	0
mmu_piR_009990_DQ685809	0	0
URS0000434D2B_GR_chr10_62685217_62685244_28_+	0	0
mmu_piR_009573_DQ685136	0	0
mmu_piR_036637_DQ724983	0	0
URS00002E1440_GR_chr10_62685353_62685382_30_+	0	0
mmu_piR_015555_DQ694275	0	0
mmu_piR_027178_DQ711289	0.25	0
URS000006124A_GR_chr10_62685393_62685421_29_+	0	0
mmu_piR_035170_DQ722859	0	0
URS00002A5B51_GR_chr10_62685396_62685420_25_+	0	0
URS0000055B45_GR_chr10_62685396_62685423_28_+	0	0
URS0000153C49_GR_chr10_62685396_62685424_29_+	0	0
URS00002C0F2A_GR_chr10_62685396_62685425_30_+	0	0
mmu_piR_006039_DQ558102	0	0
mmu_piR_004206_DQ552118	0	0
mmu_piR_035303_DQ723059	0	0
URS0000363488_GR_chr10_62685405_62685434_30_+	0	0
URS0000078837_GR_chr10_62685460_62685486_27_+	0	0
mmu_piR_019466_DQ700041	0	0
URS000033E3DB_GR_chr10_62685464_62685488_25_+	0	0
URS000043EA23_GR_chr10_62685464_62685491_28_+	0	0
URS00003D7E3E_GR_chr10_62685464_62685492_29_+	0	0
mmu_piR_034370_DQ721687	0	0
mmu_piR_012841_DQ690223	0	0
URS00001C6A9B_GR_chr10_62685512_62685542_31_+	0	0
URS000059CA78_GR_chr10_62685514_62685543_30_+	0	0
mmu_piR_018547_DQ698716	0	0
URS0000083FF5_GR_chr10_62685592_62685617_26_+	0	0
URS00004E251F_GR_chr10_62685592_62685618_27_+	0	0
mmu_piR_037787_DQ726628	0	0
URS00004847A1_GR_chr10_62685619_62685644_26_+	0	0
mmu_piR_024594_DQ707545	0	0
URS000007F389_GR_chr10_62685625_62685649_25_+	0	0
URS00000A6B50_GR_chr10_62685625_62685652_28_+	0	0
URS0000506E06_GR_chr10_62685625_62685654_30_+	0	0
mmu_piR_003290_DQ549366	0	0
mmu_piR_025336_DQ708607	0	0
mmu_piR_015733_DQ694529	0	0
mmu_piR_003402_DQ549769	0	0
mmu_piR_012526_DQ689727	0	0
URS000023C49E_GR_chr10_62685690_62685714_25_+	0	0
mmu_piR_035836_DQ723845	0	0
URS00000AD1C8_GR_chr10_62685730_62685754_25_+	0	0
URS00000C9FF1_GR_chr10_62685730_62685757_28_+	0	0
URS00005A4560_GR_chr10_62685730_62685758_29_+	0	0
mmu_piR_018578_DQ698757	0	0
URS00002236DF_GR_chr10_62685732_62685756_25_+	0	0
URS000019E686_GR_chr10_62685740_62685770_31_+	0	0
mmu_piR_019991_DQ700841	0	0
mmu_piR_013259_DQ690849	0	0
URS00004ECA83_GR_chr10_62685949_62685978_30_+	0	0
mmu_piR_027921_DQ712350	0	0
mmu_piR_036024_DQ724121	0	0
mmu_piR_036228_DQ724397	0	0
mmu_piR_003810_DQ550885	0	0
mmu_piR_010475_DQ686572	0	0
mmu_piR_029484_DQ714603	0	0
mmu_piR_009255_DQ569783	0	0
mmu_piR_004786_DQ554058	0	0
URS0000551C31_GR_chr10_62686473_62686498_26_+	0	0
mmu_piR_011626_DQ688339	0	0
mmu_piR_037230_DQ725828	0	0
URS00004BEE73_GR_chr10_62686550_62686576_27_+	0	0
URS0000505F8B_GR_chr10_62686550_62686578_29_+	0	0
mmu_piR_005982_DQ557960	0	0
mmu_piR_004605_DQ553542	0	0
URS00001553FA_GR_chr10_62686587_62686614_28_+	0	0
mmu_piR_005192_DQ555310	0	0
mmu_piR_006773_DQ561934	0	0
URS00003B7DFD_GR_chr10_62686596_62686624_29_+	0	0
mmu_piR_024159_DQ706926	0	0.03
mmu_piR_029333_DQ714405	0	0
mmu_piR_009079_DQ569318	0	0
URS00000BD6F0_GR_chr10_62686870_62686897_28_+	0	0
mmu_piR_004806_DQ554109	0	0
URS00001194C9_GR_chr10_62686958_62686981_24_+	0	0
mmu_piR_015863_DQ694735	0	0
mmu_piR_025768_DQ709238	0	0
mmu_piR_021167_DQ702538	0	0
URS0000086E9A_GR_chr10_62687122_62687151_30_+	0	0
mmu_piR_024286_DQ707103	0	0
URS000030DDDA_GR_chr10_62687124_62687151_28_+	0	0
URS000004AA0C_GR_chr10_62687139_62687168_30_+	0	0
mmu_piR_012261_DQ689339	0	0
mmu_piR_022079_DQ703878	0	0.07
URS000013EEE9_GR_chr10_62687180_62687211_32_+	0	0
mmu_piR_006344_DQ560922	0	0
mmu_piR_005828_DQ557482	0	0
mmu_piR_021701_DQ703301	0	0
URS00004E57D4_GR_chr10_62687212_62687236_25_+	0	0
mmu_piR_017844_DQ697649	0	0
URS00002EEA52_GR_chr10_62687286_62687313_28_+	0	0
mmu_piR_013892_DQ691811	0	0
URS0000353387_GR_chr10_62687291_62687316_26_+	0	0
URS00005920D5_GR_chr10_62687314_62687339_26_+	0	0
mmu_piR_024144_DQ706909	0	0
URS00000BB6FB_GR_chr10_62687379_62687402_24_+	0	0
mmu_piR_015654_DQ694415	0	0
mmu_piR_026251_DQ709956	0	0
URS0000100420_GR_chr10_62687578_62687606_29_+	0	0
mmu_piR_025424_DQ708736	0	0
mmu_piR_037133_DQ725690	0	0
mmu_piR_006930_DQ562318	0	0
mmu_piR_032849_DQ719410	0	0
mmu_piR_012581_DQ689814	0.06	0
URS00001A7460_GR_chr10_62687820_62687848_29_+	0.06	0
URS00005E670A_GR_chr10_62687830_62687857_28_+	0	0
mmu_piR_000631_DQ541096	0	0
URS000035E98A_GR_chr10_62687831_62687859_29_+	0	0
URS000008383F_GR_chr10_62687831_62687860_30_+	0	0
mmu_piR_033680_DQ720690	0	0
URS000039C2E9_GR_chr10_62687832_62687861_30_+	0	0
URS000021F171_GR_chr10_62687833_62687859_27_+	0	0
URS0000580897_GR_chr10_62687833_62687860_28_+	0	0
mmu_piR_003775_DQ550780	0	0
URS000042417F_GR_chr10_62687845_62687869_25_+	0	0
mmu_piR_026835_DQ710791	0	0
mmu_piR_008939_DQ568912	0	0.02
URS0000252DAE_GR_chr10_62688003_62688027_25_+	0	0
URS000053D76F_GR_chr10_62688003_62688029_27_+	0	0
mmu_piR_002352_DQ546218	0	0
mmu_piR_028644_DQ713383	0	0
mmu_piR_030467_DQ716006	0	0
mmu_piR_011329_DQ687888	0	0
mmu_piR_025450_DQ708775	0	0
URS0000421C9C_GR_chr10_62688190_62688215_26_+	0	0
mmu_piR_024675_DQ707675	0	0
mmu_piR_004707_DQ553844	0	0.08
mmu_piR_025781_DQ709258	0	0
mmu_piR_011013_DQ687405	0	0
URS00002B8D18_GR_chr10_62688497_62688521_25_+	0	0
mmu_piR_004810_DQ554117	0	0
mmu_piR_000642_DQ541116	0	0
mmu_piR_007984_DQ565844	0	0
mmu_piR_020445_DQ701500	0	0
mmu_piR_022319_DQ704243	0	0
mmu_piR_019567_DQ700187	0	0.03
mmu_piR_030920_DQ716641	0	0.04
mmu_piR_014126_DQ692175	0	0
mmu_piR_022735_DQ704846	0	0
mmu_piR_016638_DQ695879	0	0
mmu_piR_010321_DQ686322	0	0.33
mmu_piR_024244_DQ707054	0	0
mmu_piR_017904_DQ697729	0	0
mmu_piR_024892_DQ707964	0	0
mmu_piR_032574_DQ719002	0	0
mmu_piR_031581_DQ717579	0	0
mmu_piR_030069_DQ715438	0	0
mmu_piR_008744_DQ568338	0	0
mmu_piR_010542_DQ686688	0	0
mmu_piR_020392_DQ701430	0	0
mmu_piR_028600_DQ713324	0	0
URS0000287685_GR_chr10_62720853_62720924_72_+	0	0
URS00003E375E_GR_chr10_62730519_62730591_73_-	0	0
URS0000481656_GR_chr10_62759812_62759884_73_+	0	0
URS0000650E38_GR_chr10_62765576_62765640_65_-	447.12	469.07
URS00002AA259_GR_chr10_62765579_62765606_28_-	9.17	13.07
URS000032D184_GR_chr10_62772270_62772341_72_+	0.13	0.4
URS0000459550_GR_chr10_62790321_62790356_36_-	0.08	0.02
URS0000022E18_GR_chr10_62906963_62907035_73_-	0	0
URS0000485D8C_GR_chr10_62940228_62940303_76_-	0	0
URS00001D6AAD_GR_chr10_63006126_63006200_75_+	0	0
URS0000675AB4_GR_chr10_63194240_63194332_93_-	0	0
mmu_piR_004311_DQ552515	0	0
URS00005717A0_GR_chr10_63342773_63342801_29_+	0	0.01
URS0000463AFA_GR_chr10_63372423_63372463_41_+	0.04	0
URS00002A6BB6_GR_chr10_63391922_63391969_48_-	0	0
URS00001A856E_GR_chr10_63415814_63415854_41_+	0	0
mmu_piR_029690_DQ714896	0	0
mmu_piR_015695_DQ694480	0.2	0.33
URS0000092302_GR_chr10_63429476_63429557_82_-	158.91	204.15
URS000029FC90_GR_chr10_63537099_63537171_73_-	1.25	0
URS00003E0865_GR_chr10_63566190_63566262_73_-	0	0
URS0000387935_GR_chr10_63606497_63606525_29_+	0	0
mmu_piR_016517_DQ695700	0	0
URS00004F581B_GR_chr10_64494024_64494053_30_-	0	0
mmu_piR_007904_DQ565503	0	0
URS00001A1E42_GR_chr10_65345693_65345765_73_+	0	0
URS00005D5ACF_GR_chr10_65403815_65403886_72_+	0	0
mmu_piR_038009_DQ726966	0	0
URS00002994F6_GR_chr10_65966763_65966809_47_+	0	0
URS0000503C25_GR_chr10_66025172_66025196_25_-	0	0.32
URS00005C8AD9_GR_chr10_66088574_66088602_29_+	0	0
URS00005B147F_GR_chr10_66560440_66560468_29_+	0	0
URS00002AAB99_GR_chr10_66560727_66560748_22_-	0	0
URS0000147A68_GR_chr10_66636829_66636907_79_-	0	0
mmu_piR_000395_DQ540474	0	0
mmu_piR_006527_DQ561347	0	0
mmu_piR_001637_DQ544058	0	0
mmu_piR_021543_DQ703066	0	0
mmu_piR_033675_DQ720682	0	0
mmu_piR_026221_DQ709915	0	0
mmu_piR_003018_DQ548373	0	0
URS00000B06CF_GR_chr10_66684442_66684469_28_-	0	0
mmu_piR_004143_DQ551827	0	0
mmu_piR_005569_DQ556769	0	0
mmu_piR_013331_DQ690963	0	0
mmu_piR_034679_DQ722130	0	0
mmu_piR_024878_DQ707947	0	0
mmu_piR_002949_DQ548146	0	0
mmu_piR_025875_DQ709390	0	0
mmu_piR_030627_DQ716222	0	0
mmu_piR_016687_DQ695955	0	0
mmu_piR_015103_DQ693601	0	0
URS00001B9047_GR_chr10_66687317_66687346_30_-	0	0
URS0000444789_GR_chr10_66687763_66687792_30_-	0	0
mmu_piR_034272_DQ721545	0	0
mmu_piR_002940_DQ548127	0	0
mmu_piR_037979_DQ726921	0.02	0
mmu_piR_003827_DQ550934	0	0
URS0000399B24_GR_chr10_66688099_66688124_26_-	0	0
URS0000475CAF_GR_chr10_66688101_66688124_24_-	0	0
mmu_piR_015574_DQ694300	0	0
mmu_piR_015761_DQ694570	0	0
mmu_piR_003367_DQ549659	0	0
URS0000351C22_GR_chr10_66688349_66688377_29_-	0	0
mmu_piR_005885_DQ557709	0	0.12
mmu_piR_001588_DQ543755	0	0
mmu_piR_022295_DQ704206	0	0
URS00002DAF8C_GR_chr10_66688516_66688550_35_-	0	0
URS000032874D_GR_chr10_66688522_66688556_35_-	0	0
URS000017A615_GR_chr10_66688523_66688557_35_-	0	0
mmu_piR_000636_DQ541106	0	0
mmu_piR_008243_DQ566762	0	0
mmu_piR_020436_DQ701488	1	0
URS00002DFF40_GR_chr10_66688624_66688651_28_-	0	0
mmu_piR_000353_DQ540390	0	0
mmu_piR_007249_DQ563289	0	0
mmu_piR_001573_DQ543708	0	0
URS0000468A71_GR_chr10_66689049_66689077_29_-	0	0
mmu_piR_016993_DQ696388	0	0
mmu_piR_002133_DQ545420	0	0
mmu_piR_007130_DQ562873	0	0
mmu_piR_028929_DQ713794	0	0
URS000056EEBF_GR_chr10_66691204_66691232_29_-	0	0
mmu_piR_004419_DQ552892	0.02	0
mmu_piR_029239_DQ714265	0	0
mmu_piR_025577_DQ708953	0	0
mmu_piR_034340_DQ721641	0	0
URS0000351472_GR_chr10_66692563_66692589_27_-	0	0
mmu_piR_014513_DQ692740	0	0
mmu_piR_021395_DQ702853	0	0
mmu_piR_002785_DQ547686	0	0
mmu_piR_013681_DQ691500	0	0
mmu_piR_024932_DQ708031	0	0
mmu_piR_014555_DQ692801	0	0
mmu_piR_036981_DQ725483	0	0
mmu_piR_006692_DQ561765	0	0
mmu_piR_008985_DQ569036	0	0
mmu_piR_008054_DQ566065	0	0
URS00004F129B_GR_chr10_66693565_66693589_25_-	0	0
URS0000239669_GR_chr10_66693578_66693606_29_-	0	0
URS00006036A4_GR_chr10_66693633_66693661_29_-	0	0
mmu_piR_003751_DQ550721	0	0
URS00000BC714_GR_chr10_66693638_66693666_29_-	0	0
mmu_piR_007851_DQ565351	0	0
URS00003993B5_GR_chr10_66693650_66693677_28_-	0	0
mmu_piR_001332_DQ543139	0	0
URS000029E8F0_GR_chr10_66693652_66693680_29_-	0	0
mmu_piR_007956_DQ565733	0	0
URS00000C81FB_GR_chr10_66693672_66693701_30_-	0	0
mmu_piR_035937_DQ723986	0	0
mmu_piR_014838_DQ693222	0	0
mmu_piR_019824_DQ700575	0	0
mmu_piR_023559_DQ706038	0	0
mmu_piR_005886_DQ557710	0	0
URS00000FD5A1_GR_chr10_66693823_66693850_28_-	0	0
mmu_piR_006914_DQ562281	0	0
mmu_piR_004046_DQ551465	0	0
mmu_piR_017570_DQ697248	0	0
URS000032874D_GR_chr10_66693911_66693940_30_-	0	0
mmu_piR_023006_DQ705224	0	0
mmu_piR_010832_DQ687122	0	0
mmu_piR_005012_DQ554821	0	0
mmu_piR_000169_DQ539934	0	0
mmu_piR_026328_DQ710069	0	0
mmu_piR_031931_DQ718059	0	0
mmu_piR_014699_DQ692996	0	0
mmu_piR_010496_DQ686606	0	0
URS000051480A_GR_chr10_66694183_66694212_30_-	0	0
URS000043B268_GR_chr10_66694184_66694212_29_-	0	0
mmu_piR_019884_DQ700676	0	0
mmu_piR_015947_DQ694862	0	0
URS000001F220_GR_chr10_66694228_66694254_27_-	0	0
mmu_piR_003155_DQ548927	0	0
mmu_piR_004173_DQ551950	0	0
URS0000302047_GR_chr10_66694295_66694324_30_-	0	0
mmu_piR_021535_DQ703057	0	0
mmu_piR_019749_DQ700458	0	0
URS0000607061_GR_chr10_66694344_66694369_26_-	0	0
URS00002BF1C0_GR_chr10_66694375_66694402_28_-	0	0
URS0000355F3F_GR_chr10_66694384_66694412_29_-	0	0
mmu_piR_014420_DQ692604	0	0
mmu_piR_005313_DQ555772	0	0
URS00000B95D2_GR_chr10_66694433_66694461_29_-	0	0
mmu_piR_018847_DQ699157	0	0
mmu_piR_015362_DQ693977	0	0
URS0000469E24_GR_chr10_66694517_66694546_30_-	0	0
mmu_piR_008443_DQ567463	0	0
URS00004D828D_GR_chr10_66694522_66694549_28_-	0	0
mmu_piR_016454_DQ695612	0	0
mmu_piR_035293_DQ723042	0	0
mmu_piR_003475_DQ549973	0	0
mmu_piR_004384_DQ552724	0	0
URS00005C4F2C_GR_chr10_66694620_66694648_29_-	0	0
URS00004D6833_GR_chr10_66694628_66694656_29_-	0	0
mmu_piR_037634_DQ726413	0	0
mmu_piR_000717_DQ541272	0	0
URS000021BA35_GR_chr10_66694629_66694657_29_-	0	0
URS00000131DE_GR_chr10_66694630_66694657_28_-	0	0
URS00002EE879_GR_chr10_66694631_66694657_27_-	0	0
mmu_piR_027022_DQ711042	0	0
URS000039C8AD_GR_chr10_66694636_66694663_28_-	0	0
mmu_piR_029080_DQ714029	0	0
mmu_piR_028916_DQ713773	0	0
mmu_piR_012889_DQ690308	0	0
URS00005203CB_GR_chr10_66694776_66694802_27_-	0	0
URS0000401C1D_GR_chr10_66694776_66694805_30_-	0	0
mmu_piR_023790_DQ706389	0	0
mmu_piR_027318_DQ711492	0	0
URS0000301B13_GR_chr10_66694780_66694805_26_-	0	0
mmu_piR_018692_DQ698920	0	0
mmu_piR_016305_DQ695380	0	0
mmu_piR_011545_DQ688216	0	0
URS00003F9FDE_GR_chr10_66694934_66694961_28_-	0	0
URS000017B680_GR_chr10_66694935_66694961_27_-	0	0
mmu_piR_013868_DQ691769	0	0
URS00000331E7_GR_chr10_66694937_66694964_28_-	0	0
mmu_piR_020699_DQ701880	0	0
mmu_piR_031288_DQ717156	0	0
URS0000503A2B_GR_chr10_66694973_66695003_31_-	0	0
mmu_piR_037256_DQ725867	0	0
URS00000D838D_GR_chr10_66694975_66695003_29_-	0	0
URS00000FC1B9_GR_chr10_66694977_66695003_27_-	0	0
mmu_piR_025534_DQ708887	0	0
URS0000162CE8_GR_chr10_66695014_66695042_29_-	0	0
mmu_piR_006139_DQ558356	0	0
mmu_piR_024137_DQ706895	0	0
mmu_piR_010243_DQ686195	0	0
URS00000EC8A1_GR_chr10_66695048_66695074_27_-	0	0
mmu_piR_032146_DQ718376	0	0
mmu_piR_008675_DQ568144	0	0
mmu_piR_033126_DQ719867	0	0
URS000009E33B_GR_chr10_66695102_66695129_28_-	0	0
mmu_piR_019684_DQ700366	0	0
mmu_piR_035654_DQ723556	0	0
URS0000608280_GR_chr10_66695126_66695153_28_-	0	0
URS0000612936_GR_chr10_66695151_66695176_26_-	0	0
mmu_piR_036831_DQ725255	0	0
URS000000D9D6_GR_chr10_66695194_66695221_28_-	0	0
URS00004D3262_GR_chr10_66695195_66695221_27_-	0	0
URS00005570E4_GR_chr10_66695246_66695271_26_-	0	0
URS00001553C5_GR_chr10_66695251_66695271_21_-	0	0
mmu_piR_014069_DQ692095	0	0
URS000029A9A2_GR_chr10_66695257_66695282_26_-	0	0
URS00000AE5B7_GR_chr10_66695258_66695282_25_-	0	0
mmu_piR_001560_DQ543673	0	0
URS000007F965_GR_chr10_66695281_66695307_27_-	0	0
mmu_piR_020762_DQ701964	0	0
URS0000317AA1_GR_chr10_66695282_66695306_25_-	0	0
URS0000418E27_GR_chr10_66695282_66695309_28_-	0	0
URS0000005304_GR_chr10_66695284_66695309_26_-	0	0
mmu_piR_000293_DQ540245	0	0
mmu_piR_014337_DQ692485	0	0
mmu_piR_016456_DQ695614	0	0
URS000043B71C_GR_chr10_66695340_66695369_30_-	0	0
mmu_piR_005896_DQ557734	0	0
URS00002A858E_GR_chr10_66695344_66695371_28_-	0	0
URS000060C8D8_GR_chr10_66695367_66695395_29_-	0	0
mmu_piR_015161_DQ693682	0	0
mmu_piR_020595_DQ701718	0	0
URS00005E6C03_GR_chr10_66695381_66695410_30_-	0	0
URS00003E2961_GR_chr10_66695382_66695410_29_-	0	0
mmu_piR_005595_DQ556834	0	0
mmu_piR_003321_DQ549488	0	0
URS00004267CB_GR_chr10_66695390_66695416_27_-	0	0
mmu_piR_023500_DQ705949	0	0
URS00003C60C9_GR_chr10_66695420_66695445_26_-	0	0
mmu_piR_032719_DQ719216	0	0
URS0000349FCA_GR_chr10_66695422_66695450_29_-	0	0
URS0000575A3D_GR_chr10_66695423_66695450_28_-	0	0
URS0000050D7F_GR_chr10_66695424_66695450_27_-	0	0
mmu_piR_004693_DQ553806	0	0
URS0000291389_GR_chr10_66695446_66695473_28_-	0	0
URS00005FA5F2_GR_chr10_66695447_66695473_27_-	0	0
URS0000541642_GR_chr10_66695449_66695473_25_-	0	0
mmu_piR_007014_DQ562628	0	0
mmu_piR_027251_DQ711398	0	0
mmu_piR_003416_DQ549803	0	0
URS000025E5A0_GR_chr10_66695467_66695495_29_-	0	0
URS000018BC1D_GR_chr10_66695481_66695507_27_-	0	0
mmu_piR_031355_DQ717249	0	0
mmu_piR_026181_DQ709852	0	0
mmu_piR_010399_DQ686451	0	0
mmu_piR_001515_DQ543579	0	0
mmu_piR_001486_DQ543500	0	0
mmu_piR_016872_DQ696221	0	0
mmu_piR_022685_DQ704775	0	0
mmu_piR_005630_DQ556956	0	0
mmu_piR_006895_DQ562227	0	0
URS0000157976_GR_chr10_66695564_66695592_29_-	0	0
URS00001211FE_GR_chr10_66695564_66695593_30_-	0	0
mmu_piR_015636_DQ694386	0	0
mmu_piR_002165_DQ545515	0	0
URS00000493D6_GR_chr10_66695565_66695594_30_-	0	0
URS00001A806B_GR_chr10_66695566_66695593_28_-	0	0
URS0000165412_GR_chr10_66695566_66695594_29_-	0	0
URS000061B46C_GR_chr10_66695567_66695594_28_-	0	0
mmu_piR_003196_DQ549100	0	0
URS0000505101_GR_chr10_66695596_66695626_31_-	0	0
URS000050BBBD_GR_chr10_66695597_66695626_30_-	0	0
URS00005322A1_GR_chr10_66695599_66695626_28_-	0	0
mmu_piR_020879_DQ702137	0	0
URS0000116F94_GR_chr10_66695609_66695638_30_-	0	0
mmu_piR_027911_DQ712334	0	0
URS000053F1F1_GR_chr10_66695611_66695640_30_-	0	0
mmu_piR_037637_DQ726416	0	0
URS000008E858_GR_chr10_66695624_66695652_29_-	0	0
URS00004C1D2A_GR_chr10_66695626_66695649_24_-	0	0
mmu_piR_022528_DQ704552	0	0
