sRNA	TCGA-BH-A0BT-01A-11R-A12O-13_mirna_gdc_realn	TCGA-BH-A0BT-11A-21R-A12O-13_mirna_gdc_realn	TCGA-BH-A18L-01A-32R-A12C-13_mirna_gdc_realn	TCGA-BH-A18L-11A-42R-A12C-13_mirna_gdc_realn	TCGA-BH-A1FC-01A-11R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FC-11A-32R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FG-01A-11R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FG-11B-12R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FU-01A-11R-A14C-13_mirna_gdc_realn	TCGA-BH-A1FU-11A-23R-A14C-13_mirna_gdc_realn	TCGA-E9-A1N4-01A-11R-A14L-13_mirna_gdc_realn	TCGA-E9-A1N4-11A-33R-A14L-13_mirna_gdc_realn	TCGA-E9-A1N5-01A-11R-A14C-13_mirna_gdc_realn	TCGA-E9-A1N5-11A-41R-A14C-13_mirna_gdc_realn	TCGA-GI-A2C8-01A-11R-A16E-13_mirna_gdc_realn	TCGA-GI-A2C8-11A-22R-A16E-13_mirna_gdc_realn	TCGA-GI-A2C9-01A-11R-A21U-13_mirna_gdc_realn	TCGA-GI-A2C9-11A-22R-A21U-13_mirna_gdc_realn
URS0000EFF083_GR_chr1_98046090_98046112_23_-	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0
URS0000EFF2E3_GR_chr1_98046090_98046149_60_-	0	0.25	0	0	0	0	0.25	0	0.25	0.25	0	0	0	0	0.25	0	4.5	0
URS00001E3523_GR_chr1_98046091_98046113_23_-	0	0.25	0	0	0	0	0.25	0	0.25	0.25	0	0	0	0	0.25	0	4.25	0
URS000075D65A_GR_chr1_98046126_98046149_24_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00004BCF82_GR_chr1_98046127_98046149_23_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016144_DQ592024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002490_DQ573358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009087_DQ582315	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_015137_DQ590689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_018286_DQ595179	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.04	0	0
hsa_piR_016996_DQ593486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00001501E2_GR_chr1_99630271_99630286_16_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006E5D77_GR_chr1_99791662_99791753_92_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000707BB9_GR_chr1_100281241_100281308_68_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000759AC9_GR_chr1_100281256_100281276_21_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_023331_DQ601906	0.67	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_022171_DQ600360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_008029_DQ580922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00003D662E_GR_chr1_101233826_101233855_30_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_005336_DQ577346	0	0	2.4	1	1.77	2	0.17	1	0	1	1	1	0	0.36	0	6.73	2	1
hsa_piR_015830_DQ591635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006A94D8_GR_chr1_101554236_101554301_66_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_022031_DQ600190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016242_DQ592150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
hsa_piR_018232_DQ595111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000026EDF2_GR_chr1_102095209_102095245_37_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000673188_GR_chr1_102106591_102106689_99_-	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0
URS00002009FE_GR_chr1_102132527_102132553_27_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009904_DQ583335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00000EF2F8_GR_chr1_103028062_103028141_80_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000631C97_GR_chr1_103447400_103447465_66_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0
URS0000220650_GR_chr1_103649881_103649907_27_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016561_DQ592804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000709A1C_GR_chr1_104153302_104153383_82_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0
hsa_piR_003462_DQ574700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00002581D4_GR_chr1_104263053_104263078_26_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_014595_DQ589986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_004655_DQ576393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011005_DQ584856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_022466_DQ600735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020580_DQ598307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009871_DQ583290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_018477_DQ595412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_007260_DQ579897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00003B5237_GR_chr1_104948479_104948509_31_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006AED76_GR_chr1_105149785_105149851_67_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010290_DQ583863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00002FE02E_GR_chr1_105696425_105696458_34_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011643_DQ585767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00003E59AF_GR_chr1_106412184_106412212_29_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000071CD34_GR_chr1_106611522_106611587_66_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000683D36_GR_chr1_106804399_106804469_71_+	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0
URS00002A9FB7_GR_chr1_106853644_106853670_27_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_001316_DQ571818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000182AD6_GR_chr1_107844231_107844272_42_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075B70F_GR_chr1_107897223_107897304_82_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075B643_GR_chr1_107897282_107897303_22_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000756CF3_GR_chr1_107953653_107953723_71_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_023171_DQ601687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002665_DQ573601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000147262_GR_chr1_108160414_108160442_29_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002435_DQ573285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002802_DQ573769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020842_DQ598694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009122_DQ582354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010781_DQ584548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020259_DQ597816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_000550_DQ570683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011297_DQ585257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000053A6A2_GR_chr1_108243916_108243943_28_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_022813_DQ601204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013643_DQ588624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021524_DQ599533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_015634_DQ591371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000024357E_GR_chr1_108308198_108308225_28_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_000628_DQ570785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000175943_GR_chr1_108366066_108366115_50_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00003072D5_GR_chr1_108677614_108677639_26_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_017261_DQ593866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006864_DQ579362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_018588_DQ595564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_018134_DQ594976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011294_DQ585252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000016A417_GR_chr1_109487191_109487217_27_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_012811_DQ587350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_017195_DQ593769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00000F4AC3_GR_chr1_109598893_109598967_75_+	343.12	235.39	236.7	505.99	343.17	252.33	90.5	646.57	853.6	277.66	110.5	1486.65	202.33	399.17	274.44	397.83	730.42	947.96
URS0000EFD809_GR_chr1_109598900_109598961_62_+	334.45	227.05	229.7	482.99	335.17	242.66	86.5	623.41	833.6	265	105.5	1290.65	198.66	380.17	264.11	390.16	719.08	921.71
URS000020E2DD_GR_chr1_109598901_109598923_23_+	0.67	0.06	0	0	0	0	0	0	0	0	0.17	0	0	0.07	0.11	0	0.3	0
URS000061E740_GR_chr1_109598940_109598961_22_+	333.12	225.66	229.37	481.33	333.51	238.66	85.5	618.41	825.94	262	105	1283.98	195.33	378.77	262	385.49	717.29	920.37
hsa_piR_007029_DQ579586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016448_DQ592403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016449_DQ592404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_019044_DQ596149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_004807_DQ576615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_007552_DQ580298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_014845_DQ590310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_008415_DQ581421	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa_piR_004712_DQ576467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_007184_DQ579793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_005835_DQ578012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010769_DQ584535	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa_piR_013626_DQ588597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010236_DQ583783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_003576_DQ574855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_000703_DQ570874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_012093_DQ586335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00002D1CF5_GR_chr1_110419836_110419862_27_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00008FED27_GR_chr1_110607471_110607492_22_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	1	0	1	1.07
URS00006307F4_GR_chr1_110764408_110764506_99_-	0.07	0	0.04	0.52	0.09	0.04	0.19	0.5	0.59	1.07	0.02	2.61	0.14	0.06	1.06	1	0.22	0.03
URS000082C8C1_GR_chr1_111091431_111091482_52_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010425_DQ584042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011198_DQ585112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00005C1A3E_GR_chr1_111197091_111197116_26_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006BE9D9_GR_chr1_111355314_111355379_66_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009858_DQ583274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_017142_DQ593698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_017578_DQ594275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_022753_DQ601126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075B95C_GR_chr1_112461770_112461833_64_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075D5EF_GR_chr1_112461806_112461823_18_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013225_DQ587925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010520_DQ584165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_012698_DQ587174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006200_DQ578496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011320_DQ585285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021174_DQ599094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_014683_DQ590098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_018063_DQ594891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006415_DQ578765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_001871_DQ572500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000726FFA_GR_chr1_112634719_112634784_66_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0
hsa_piR_000927_DQ571176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
hsa_piR_005150_DQ577103	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
URS0000D55839_GR_chr1_112882050_112882129_80_+	0	0	0	0.5	1	0	0	0	0	0	0	0.11	0	0	2	0	0	0
URS0000D52A68_GR_chr1_112882060_112882081_22_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_007341_DQ580012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009847_DQ583255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006D954A_GR_chr1_113368943_113369007_65_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0
URS0000723957_GR_chr1_113666399_113666463_65_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020925_DQ598792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_005642_DQ577750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021346_DQ599323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_015203_DQ590770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_003912_DQ575323	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	1	0
hsa_piR_011910_DQ586108	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1
hsa_piR_015708_DQ591464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
hsa_piR_004480_DQ576164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000834834_GR_chr1_114827560_114827611_52_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006519_DQ578914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000452DFF_GR_chr1_115359945_115359989_45_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000626563_GR_chr1_115405728_115405793_66_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_022366_DQ600606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_012640_DQ587095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000120931_GR_chr1_115689863_115689941_79_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00002E36F7_GR_chr1_116048848_116048877_30_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_019226_DQ596392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000A7E626_GR_chr1_116452536_116452627_92_+	0	0	0	0.5	0	0	0	1	0	0	0	0	0	0	0.5	1.5	0	0
URS0000436EB3_GR_chr1_116525617_116525648_32_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006DC73B_GR_chr1_116550378_116550445_68_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075BB42_GR_chr1_116560024_116560111_88_-	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.33	0	0
URS00002CE0C6_GR_chr1_116560038_116560059_22_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006D2F82_GR_chr1_116671740_116671821_82_+	4.05	5.03	4.89	4.54	2.12	3.61	1	6.98	5.55	2.89	0.78	15.69	3.35	2.96	14.8	1.84	13.88	12.88
URS0000D560F4_GR_chr1_116671746_116671817_72_+	4.05	5.03	4.89	4.54	2.12	3.61	1	6.98	5.55	2.89	0.78	15.69	3.35	2.96	14.8	1.84	13.88	12.88
URS000075D8C5_GR_chr1_116671749_116671827_79_+	4.05	5.03	4.89	4.54	2.12	3.61	1	6.98	5.55	2.89	0.78	15.69	3.35	2.96	14.8	1.84	13.88	12.88
URS000058BF17_GR_chr1_116671787_116671808_22_+	11.67	13.07	13.16	11.92	5.54	6.58	2.01	15.77	15.22	7.57	2.35	41.97	9.57	7.64	40.78	4.76	38.35	32.88
URS000031C612_GR_chr1_116736131_116736181_51_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013036_DQ587661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013358_DQ588111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000712C24_GR_chr1_117094643_117094728_86_+	1.5	8	6.25	7	8.5	4.5	2	3.5	24.75	5	17.75	16.25	7	12.5	9.5	20.12	21.25	20.5
URS00005194EC_GR_chr1_117094655_117094676_22_+	0.5	5.5	2.75	5.5	7	4.5	0	3	12.75	1.5	7.75	8	2	5.5	7.5	17.62	13.75	12.5
URS000075C646_GR_chr1_117094695_117094716_22_+	0	2	0.5	0	1	0	0	0	2	0	0	2	1	1	0.5	0.5	0	2
hsa_piR_003377_DQ574574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000038125B_GR_chr1_117452214_117452292_79_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006A9CE3_GR_chr1_117453605_117453670_66_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_014334_DQ589604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000197F0E_GR_chr1_117746924_117746972_49_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_007339_DQ580009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016806_DQ593126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000010AB1_GR_chr1_118635721_118635747_27_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010064_DQ583547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011579_DQ585679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002193_DQ572941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_015236_DQ590814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_008824_DQ581970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_018989_DQ596069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002952_DQ573964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_022159_DQ600348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_014108_DQ589276	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_000260_DQ570297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_012714_DQ587195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_014518_DQ589883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_018394_DQ595306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_003145_DQ574262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000046E7A7_GR_chr1_119834276_119834305_30_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_015315_DQ590925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_023028_DQ601479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_014254_DQ589480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021424_DQ599409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006982_DQ579523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_022135_DQ600314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa_piR_022804_DQ601193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00000263BA_GR_chr1_119997165_119997190_26_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_008233_DQ581184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006181_DQ578471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_001636_DQ572219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006FE2DE_GR_chr1_120126976_120127074_99_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000009AF54_GR_chr1_120254621_120254638_18_+	5.22	5.23	3.18	1.18	4.72	1.35	1.9	2.73	8.8	0.6	2.7	25.2	1.45	4.5	1.3	50.53	3.42	3.6
hsa_piR_005438_DQ577474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_014533_DQ589903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_022491_DQ600769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_005702_DQ577833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020963_DQ598837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_005670_DQ577785	0	0	0	0	1	0	0	0	0.67	0	0	0	0	0	0	0	0	0
hsa_piR_009971_DQ583423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021211_DQ599143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_000113_DQ570083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002680_DQ573620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013133_DQ587808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00003A5E7E_GR_chr1_120442648_120442698_51_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000027552E_GR_chr1_120450133_120450212_80_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000007B54E_GR_chr1_120450134_120450212_79_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013292_DQ588018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_022121_DQ600297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_000043_DQ569990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000071E42F_GR_chr1_120476852_120476923_72_-	2.21	0.09	8.02	2.46	2.95	0.87	6.02	1.02	1.6	0.69	1.55	7.21	8.88	1.3	3.22	7.58	14.18	1.1
hsa_piR_005050_DQ576969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016971_DQ593409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
