seq_piBNK	seq_id	gene_type_piRNAs	gene_id	gene_type_genes	gene_name	type_piRNAs	type_genes
chr12_51994739_51994767_29_+	hsa_piR_015542_DQ591236	piRNA	ENSG00000135503.13	protein_coding	ACVR1B	exon	exon
chr12_53158586_53158614_29_-	URS00001BDCF7_GR_chr12_53158586_53158614_29_-	piRNA	ENSG00000139631.18	protein_coding	CSAD	exon	exon
chr12_53253175_53253200_26_+	hsa_piR_000553_DQ570688	piRNA	ENSG00000182544.9	protein_coding	MFSD5	exon	exon
chr12_53253917_53253942_26_+	hsa_piR_007916_DQ580768	piRNA	ENSG00000182544.9	protein_coding	MFSD5	exon	exon
chr12_53295915_53295940_26_+	hsa_piR_006475_DQ578846	piRNA	ENSG00000123349.14	protein_coding	PFDN5	exon	exon
chr12_53297873_53297899_27_+	hsa_piR_009580_DQ582923	piRNA	ENSG00000123349.14	protein_coding	PFDN5	exon	exon
chr12_53308489_53308514_26_-	hsa_piR_011414_DQ585416	piRNA	ENSG00000094914.14	protein_coding	AAAS	exon	exon
chr12_53309252_53309278_27_-	hsa_piR_013844_DQ588909	piRNA	ENSG00000094914.14	protein_coding	AAAS	exon	exon
chr12_53314383_53314412_30_-	URS000051AA81_GR_chr12_53314383_53314412_30_-	piRNA	ENSG00000094914.14	protein_coding	AAAS	exon	exon
chr12_53321382_53321411_30_-	hsa_piR_001643_DQ572227	piRNA	ENSG00000094914.14	protein_coding	AAAS	exon	exon
chr12_53321386_53321411_26_-	URS000002C899_GR_chr12_53321386_53321411_26_-	piRNA	ENSG00000094914.14	protein_coding	AAAS	exon	exon
chr12_53321524_53321553_30_-	hsa_piR_005290_DQ577282	piRNA	ENSG00000094914.14	protein_coding	AAAS	exon	exon
chr12_53382357_53382383_27_+	hsa_piR_009316_DQ582593	piRNA	ENSG00000185591.10	protein_coding	SP1	exon	exon
chr12_53513319_53513344_26_-	hsa_piR_015865_DQ591685	piRNA	ENSG00000170653.19	protein_coding	ATF7	exon	exon
chr12_54016679_54016708_30_+	hsa_piR_001640_DQ572224	piRNA	ENSG00000197757.8	protein_coding	HOXC6	exon	exon
chr12_54029734_54029763_30_+	hsa_piR_002430_DQ573275	piRNA	ENSG00000197757.8	protein_coding	HOXC6	exon	exon
chr12_54030075_54030103_29_+	hsa_piR_020854_DQ598708	piRNA	ENSG00000197757.8	protein_coding	HOXC6	exon	exon
chr12_54232102_54232129_28_-	hsa_piR_002037_DQ572727	piRNA	ENSG00000094916.16	protein_coding	CBX5	exon	exon
chr12_54232172_54232199_28_-	hsa_piR_023078_DQ601556	piRNA	ENSG00000094916.16	protein_coding	CBX5	exon	exon
chr12_54232509_54232537_29_-	hsa_piR_009636_DQ582998	piRNA	ENSG00000094916.16	protein_coding	CBX5	exon	exon
chr12_54232961_54232991_31_-	URS00002C0468_GR_chr12_54232961_54232991_31_-	piRNA	ENSG00000094916.16	protein_coding	CBX5	exon	exon
chr12_54233549_54233579_31_-	hsa_piR_021785_DQ599843	piRNA	ENSG00000094916.16	protein_coding	CBX5	exon	exon
chr12_54233551_54233579_29_-	URS000032903A_GR_chr12_54233551_54233579_29_-	piRNA	ENSG00000094916.16	protein_coding	CBX5	exon	exon
chr12_54233789_54233817_29_-	hsa_piR_021861_DQ599945	piRNA	ENSG00000094916.16	protein_coding	CBX5	exon	exon
chr12_54235900_54235929_30_-	hsa_piR_014466_DQ589808	piRNA	ENSG00000094916.16	protein_coding	CBX5	exon	exon
chr12_54236544_54236572_29_-	hsa_piR_019409_DQ596656	piRNA	ENSG00000094916.16	protein_coding	CBX5	exon	exon
chr12_54237437_54237465_29_-	URS00001E5A8A_GR_chr12_54237437_54237465_29_-	piRNA	ENSG00000094916.16	protein_coding	CBX5	exon	exon
chr12_54239789_54239818_30_-	hsa_piR_009233_DQ582501	piRNA	ENSG00000094916.16	protein_coding	CBX5	exon	exon
chr12_54240848_54240873_26_-	hsa_piR_023263_DQ601816	piRNA	ENSG00000094916.16	protein_coding	CBX5	exon	exon
chr12_54241741_54241769_29_-	hsa_piR_000272_DQ570316	piRNA	ENSG00000094916.16	protein_coding	CBX5	exon	exon
chr12_54281877_54281902_26_+	hsa_piR_006744_DQ579214	piRNA	ENSG00000135486.18	protein_coding	HNRNPA1	exon	exon
chr12_55716968_55716993_26_+	hsa_piR_011127_DQ585016	piRNA	ENSG00000258311.5	protein_coding	AC009779.4	exon	exon
chr12_55720404_55720429_26_+	hsa_piR_013286_DQ588002	piRNA	ENSG00000135437.10	protein_coding	RDH5	exon	exon
chr12_55828372_55828400_29_-	hsa_piR_019750_DQ597106	piRNA	ENSG00000135392.16	protein_coding	DNAJC14	exon	exon
chr12_56042569_56042594_26_+	hsa_piR_020644_DQ598409	piRNA	ENSG00000197728.11	protein_coding	RPS26	exon	exon
chr12_56120577_56120603_27_+	URS000013A7A6_GR_chr12_56120577_56120603_27_+	piRNA	ENSG00000135482.7	protein_coding	ZC3H10	exon	exon
chr12_56120688_56120716_29_+	hsa_piR_022613_DQ600932	piRNA	ENSG00000135482.7	protein_coding	ZC3H10	exon	exon
chr12_56120806_56120831_26_+	hsa_piR_017625_DQ594336	piRNA	ENSG00000135482.7	protein_coding	ZC3H10	exon	exon
chr12_56120846_56120874_29_+	hsa_piR_003597_DQ574889	piRNA	ENSG00000135482.7	protein_coding	ZC3H10	exon	exon
chr12_56121857_56121883_27_+	hsa_piR_010566_DQ584230	piRNA	ENSG00000135482.7	protein_coding	ZC3H10	exon	exon
chr12_56122092_56122120_29_+	URS0000232F01_GR_chr12_56122092_56122120_29_+	piRNA	ENSG00000135482.7	protein_coding	ZC3H10	exon	exon
chr12_56157652_56157678_27_+	hsa_piR_002975_DQ574001	piRNA	ENSG00000196465.10	protein_coding	MYL6B	exon	exon
chr12_56229514_56229541_28_+	URS000039655E_GR_chr1_1300978_1301005_28_-	piRNA	ENSG00000139579.13	protein_coding	NABP2	exon	exon
chr12_56275093_56275119_27_-	hsa_piR_012930_DQ587522	piRNA	ENSG00000062485.19	protein_coding	CS	exon	exon
chr12_56342991_56343017_27_-	hsa_piR_014813_DQ590269	piRNA	ENSG00000170581.14	protein_coding	STAT2	exon	exon
chr12_56343004_56343031_28_-	hsa_piR_015009_DQ590528	piRNA	ENSG00000170581.14	protein_coding	STAT2	exon	exon
chr12_56763235_56763261_27_+	hsa_piR_014734_DQ590166	piRNA	ENSG00000025423.11	protein_coding	HSD17B6	exon	exon
chr12_56957887_56957912_26_-	hsa_piR_019358_DQ596591	piRNA	ENSG00000139547.7	protein_coding	RDH16	exon	exon
chr12_57002996_57003021_26_-	hsa_piR_021964_DQ600081	piRNA	ENSG00000166860.3	protein_coding	ZBTB39	exon	exon
chr12_57181163_57181194_32_+	hsa_piR_001020_DQ571304	piRNA	ENSG00000123384.14	protein_coding	LRP1	exon	exon
chr12_57295414_57295439_26_-	hsa_piR_002036_DQ572726	piRNA	ENSG00000258830.1	protein_coding	AC137834.1	exon	exon
chr12_57450055_57450084_30_+	hsa_piR_013467_DQ588265	piRNA	ENSG00000175189.4	protein_coding	INHBC	exon	exon
chr12_57765154_57765181_28_-	hsa_piR_014021_DQ589163	piRNA	ENSG00000111012.10	protein_coding	CYP27B1	exon	exon
chr12_57823152_57823182_31_-	hsa_piR_004500_DQ576191	piRNA	ENSG00000175215.11	protein_coding	CTDSP2	exon	exon
chr12_57823421_57823447_27_-	hsa_piR_016728_DQ593028	piRNA	ENSG00000175215.11	protein_coding	CTDSP2	exon	exon
chr12_57823447_57823475_29_-	hsa_piR_012146_DQ586410	piRNA	ENSG00000175215.11	protein_coding	CTDSP2	exon	exon
chr12_57824270_57824296_27_-	hsa_piR_016001_DQ591847	piRNA	ENSG00000175215.11	protein_coding	CTDSP2	exon	exon
chr12_62191887_62191916_30_-	hsa_piR_006655_DQ579106	piRNA	ENSG00000198673.10	protein_coding	TAFA2	exon	exon
chr12_62646707_62646736_30_-	hsa_piR_013631_DQ588609	piRNA	ENSG00000111110.12	protein_coding	PPM1H	exon	exon
chr12_63668366_63668392_27_-	hsa_piR_007383_DQ580063	piRNA	ENSG00000177990.12	protein_coding	DPY19L2	exon	exon
chr12_64714596_64714623_28_-	hsa_piR_005988_DQ578222	piRNA	ENSG00000135677.11	protein_coding	GNS	exon	exon
chr12_64716200_64716227_28_-	hsa_piR_018970_DQ596050	piRNA	ENSG00000135677.11	protein_coding	GNS	exon	exon
chr12_64744811_64744836_26_-	hsa_piR_001413_DQ571947	piRNA	ENSG00000135677.11	protein_coding	GNS	exon	exon
chr12_68648719_68648747_29_+	hsa_piR_010341_DQ583925	piRNA	ENSG00000127314.18	protein_coding	RAP1B	exon	exon
chr12_68746499_68746527_29_+	hsa_piR_003932_DQ575355	piRNA	ENSG00000175782.11	protein_coding	SLC35E3	exon	exon
chr12_69779050_69779077_28_+	URS00003565B5_GR_chr1_34571714_34571741_28_+	piRNA	ENSG00000127328.21	protein_coding	RAB3IP	exon	exon
chr12_69779087_69779116_30_+	URS00002C0F8E_GR_chr1_34571751_34571780_30_+	piRNA	ENSG00000127328.21	protein_coding	RAB3IP	exon	exon
chr12_69779115_69779142_28_+	URS0000286714_GR_chr1_34571779_34571806_28_+	piRNA	ENSG00000127328.21	protein_coding	RAB3IP	exon	exon
chr12_69821796_69821823_28_+	hsa_piR_011604_DQ585711	piRNA	ENSG00000127328.21	protein_coding	RAB3IP	exon	exon
chr12_89350965_89350992_28_-	hsa_piR_010432_DQ584050	piRNA	ENSG00000139318.8	protein_coding	DUSP6	exon	exon
chr12_93400381_93400410_30_+	hsa_piR_022533_DQ600827	piRNA	ENSG00000173598.14	protein_coding	NUDT4	exon	exon
chr12_93401076_93401102_27_+	hsa_piR_012191_DQ586480	piRNA	ENSG00000173598.14	protein_coding	NUDT4	exon	exon
chr12_95861200_95861225_26_+	hsa_piR_012508_DQ586921	piRNA	ENSG00000139343.10	protein_coding	SNRPF	exon	exon
chr12_95947043_95947070_28_+	URS00005FA3C0_GR_chr1_21023686_21023713_28_+	piRNA	ENSG00000139344.8	protein_coding	AMDHD1	exon	exon
chr12_95947043_95947071_29_+	URS00004B59DE_GR_chr1_21023686_21023714_29_+	piRNA	ENSG00000139344.8	protein_coding	AMDHD1	exon	exon
chr12_95947082_95947112_31_+	URS000013F046_GR_chr1_6715794_6715824_31_-	piRNA	ENSG00000139344.8	protein_coding	AMDHD1	exon	exon
chr12_95947106_95947133_28_+	URS00004F4529_GR_chr1_6305688_6305715_28_-	piRNA	ENSG00000139344.8	protein_coding	AMDHD1	exon	exon
chr12_95947119_95947147_29_+	URS000004A3E1_GR_chr1_6305674_6305702_29_-	piRNA	ENSG00000139344.8	protein_coding	AMDHD1	exon	exon
chr12_95947119_95947150_32_+	URS0000071247_GR_chr1_6305671_6305702_32_-	piRNA	ENSG00000139344.8	protein_coding	AMDHD1	exon	exon
chr12_95947152_95947177_26_+	URS00001F18A7_GR_chr1_6715729_6715754_26_-	piRNA	ENSG00000139344.8	protein_coding	AMDHD1	exon	exon
chr12_95947352_95947379_28_+	URS000018A631_GR_chr1_6305522_6305549_28_-	piRNA	ENSG00000139344.8	protein_coding	AMDHD1	exon	exon
chr12_95947352_95947380_29_+	URS00001D0DEF_GR_chr1_6305521_6305549_29_-	piRNA	ENSG00000139344.8	protein_coding	AMDHD1	exon	exon
chr12_96223568_96223594_27_+	hsa_piR_012585_DQ587020	piRNA	ENSG00000111145.8	protein_coding	ELK3	exon	exon
chr12_100339832_100339859_28_+	hsa_piR_000760_DQ570951	piRNA	ENSG00000136021.19	protein_coding	SCYL2	exon	exon
chr12_101923148_101923174_27_+	hsa_piR_011291_DQ585247	piRNA	ENSG00000136048.14	protein_coding	DRAM1	exon	exon
chr12_104349486_104349515_30_+	hsa_piR_000057_DQ570011	piRNA	ENSG00000198431.16	protein_coding	TXNRD1	exon	exon
chr12_104991724_104991750_27_+	hsa_piR_021807_DQ599871	piRNA	ENSG00000151131.11	protein_coding	C12orf45	exon	exon
chr12_105004189_105004214_26_+	URS00002472D8_GR_chr12_105004189_105004214_26_+	piRNA	ENSG00000151131.11	protein_coding	C12orf45	exon	exon
chr12_105005558_105005583_26_+	hsa_piR_007119_DQ579708	piRNA	ENSG00000151131.11	protein_coding	C12orf45	exon	exon
chr12_105016871_105016897_27_+	hsa_piR_010338_DQ583922	piRNA	ENSG00000151131.11	protein_coding	C12orf45	exon	exon
chr12_107751989_107752019_31_-	URS0000137133_GR_chr12_107751989_107752019_31_-	piRNA	ENSG00000110851.12	protein_coding	PRDM4	exon	exon
chr12_108522802_108522828_27_-	hsa_piR_015989_DQ591833	piRNA	ENSG00000075856.12	protein_coding	SART3	exon	exon
chr12_108787267_108787294_28_-	hsa_piR_016260_DQ592170	piRNA	ENSG00000084112.15	protein_coding	SSH1	exon	exon
chr12_109241660_109241686_27_+	hsa_piR_013778_DQ588825	piRNA	ENSG00000076555.15	protein_coding	ACACB	exon	exon
chr12_109498287_109498317_31_+	hsa_piR_000649_DQ570810	piRNA	ENSG00000151148.14	protein_coding	UBE3B	exon	exon
chr12_109534117_109534145_29_+	hsa_piR_002857_DQ573842	piRNA	ENSG00000151148.14	protein_coding	UBE3B	exon	exon
chr12_109916830_109916855_26_+	hsa_piR_009474_DQ582793	piRNA	ENSG00000139437.18	protein_coding	TCHP	exon	exon
chr12_110038175_110038204_30_+	hsa_piR_018208_DQ595076	piRNA	ENSG00000076513.17	protein_coding	ANKRD13A	exon	exon
chr12_110039191_110039217_27_+	hsa_piR_000706_DQ570877	piRNA	ENSG00000076513.17	protein_coding	ANKRD13A	exon	exon
chr12_110374152_110374179_28_-	hsa_piR_014015_DQ589153	piRNA	ENSG00000196510.12	protein_coding	ANAPC7	exon	exon
chr12_110374282_110374307_26_-	URS000011822D_GR_chr12_110374282_110374307_26_-	piRNA	ENSG00000196510.12	protein_coding	ANAPC7	exon	exon
chr12_110396364_110396389_26_-	hsa_piR_008367_DQ581359	piRNA	ENSG00000196510.12	protein_coding	ANAPC7	exon	exon
chr12_110445499_110445525_27_-	hsa_piR_008387_DQ581384	piRNA	ENSG00000111229.16	protein_coding	ARPC3	exon	exon
chr12_111447362_111447391_30_+	hsa_piR_010642_DQ584337	piRNA	ENSG00000111252.11	protein_coding	SH2B3	exon	exon
chr12_111449135_111449162_28_+	hsa_piR_006333_DQ578657	piRNA	ENSG00000111252.11	protein_coding	SH2B3	exon	exon
chr12_111450453_111450479_27_+	hsa_piR_004239_DQ575780	piRNA	ENSG00000111252.11	protein_coding	SH2B3	exon	exon
chr12_111899730_111899755_26_+	hsa_piR_006176_DQ578466	piRNA	ENSG00000089022.14	protein_coding	MAPKAPK5	exon	exon
chr12_111899923_111899949_27_+	hsa_piR_021858_DQ599940	piRNA	ENSG00000089022.14	protein_coding	MAPKAPK5	exon	exon
chr12_113208325_113208355_31_-	hsa_piR_001217_DQ571611	piRNA	ENSG00000166578.10	protein_coding	IQCD	exon	exon
chr12_113208337_113208365_29_-	hsa_piR_000894_DQ571130	piRNA	ENSG00000166578.10	protein_coding	IQCD	exon	exon
chr12_113208367_113208392_26_-	hsa_piR_020684_DQ598468	piRNA	ENSG00000166578.10	protein_coding	IQCD	exon	exon
chr12_116719770_116719799_30_-	hsa_piR_008336_DQ581320	piRNA	ENSG00000111412.6	protein_coding	C12orf49	exon	exon
chr12_116720379_116720404_26_-	hsa_piR_021608_DQ599635	piRNA	ENSG00000111412.6	protein_coding	C12orf49	exon	exon
chr12_116858559_116858584_26_-	hsa_piR_016196_DQ592097	piRNA	ENSG00000135116.9	protein_coding	HRK	exon	exon
chr12_117024216_117024241_26_+	hsa_piR_011948_DQ586159	piRNA	ENSG00000174989.13	protein_coding	FBXW8	exon	exon
chr12_118416318_118416347_30_+	hsa_piR_008014_DQ580905	piRNA	ENSG00000111707.12	protein_coding	SUDS3	exon	exon
chr12_120697420_120697448_29_+	hsa_piR_005812_DQ577985	piRNA	ENSG00000110917.8	protein_coding	MLEC	exon	exon
chr12_120698060_120698088_29_+	hsa_piR_023157_DQ601667	piRNA	ENSG00000110917.8	protein_coding	MLEC	exon	exon
chr12_120701046_120701077_32_+	hsa_piR_011209_DQ585128	piRNA	ENSG00000110917.8	protein_coding	MLEC	exon	exon
chr12_120713340_120713367_28_+	hsa_piR_012569_DQ587001	piRNA	ENSG00000175970.11	protein_coding	UNC119B	exon	exon
chr12_120720687_120720713_27_+	hsa_piR_022577_DQ600883	piRNA	ENSG00000175970.11	protein_coding	UNC119B	exon	exon
chr12_120721323_120721353_31_+	hsa_piR_001398_DQ571926	piRNA	ENSG00000175970.11	protein_coding	UNC119B	exon	exon
chr12_120721346_120721375_30_+	hsa_piR_005681_DQ577807	piRNA	ENSG00000175970.11	protein_coding	UNC119B	exon	exon
chr12_120721452_120721479_28_+	hsa_piR_015644_DQ591383	piRNA	ENSG00000175970.11	protein_coding	UNC119B	exon	exon
chr12_120721454_120721482_29_+	hsa_piR_006964_DQ579498	piRNA	ENSG00000175970.11	protein_coding	UNC119B	exon	exon
chr12_120721455_120721480_26_+	hsa_piR_019136_DQ596266	piRNA	ENSG00000175970.11	protein_coding	UNC119B	exon	exon
chr12_120721673_120721699_27_+	URS00000B9579_GR_chr12_120721673_120721699_27_+	piRNA	ENSG00000175970.11	protein_coding	UNC119B	exon	exon
chr12_120721684_120721709_26_+	hsa_piR_016166_DQ592052	piRNA	ENSG00000175970.11	protein_coding	UNC119B	exon	exon
chr12_120721819_120721844_26_+	URS0000441ECC_GR_chr12_120721819_120721844_26_+	piRNA	ENSG00000175970.11	protein_coding	UNC119B	exon	exon
chr12_120721986_120722013_28_+	URS0000411D12_GR_chr12_120721986_120722013_28_+	piRNA	ENSG00000175970.11	protein_coding	UNC119B	exon	exon
chr12_120722390_120722416_27_+	URS0000348136_GR_chr12_120722390_120722416_27_+	piRNA	ENSG00000175970.11	protein_coding	UNC119B	exon	exon
chr12_120762670_120762698_29_-	URS000019E3E0_GR_chr1_6792030_6792058_29_-	piRNA	ENSG00000157837.16	protein_coding	SPPL3	exon	exon
chr12_121002626_121002651_26_-	hsa_piR_019747_DQ597100	piRNA	ENSG00000157895.11	protein_coding	C12orf43	exon	exon
chr12_121916410_121916435_26_+	hsa_piR_012257_DQ586573	piRNA	ENSG00000110801.14	protein_coding	PSMD9	exon	exon
chr12_122584359_122584387_29_+	hsa_piR_008380_DQ581374	piRNA	ENSG00000184445.12	protein_coding	KNTC1	exon	exon
chr12_122866240_122866269_30_-	hsa_piR_007767_DQ580575	piRNA	ENSG00000139722.7	protein_coding	VPS37B	exon	exon
chr12_122974973_122975002_30_-	hsa_piR_019131_DQ596261	piRNA	ENSG00000150967.18	protein_coding	ABCB9	exon	exon
chr12_123251085_123251110_26_+	URS0000015111_GR_chr1_83298928_83298953_26_-	piRNA	ENSG00000130921.8	protein_coding	C12orf65	exon	exon
chr12_123251348_123251374_27_-	hsa_piR_016503_DQ592737	piRNA	ENSG00000111328.7	protein_coding	CDK2AP1	exon	exon
chr12_123260463_123260492_30_-	hsa_piR_004985_DQ576862	piRNA	ENSG00000111328.7	protein_coding	CDK2AP1	exon	exon
chr12_123291189_123291215_27_-	hsa_piR_016452_DQ592407	piRNA	ENSG00000139697.14	protein_coding	SBNO1	exon	exon
chr12_123292162_123292192_31_-	hsa_piR_009016_DQ582218	piRNA	ENSG00000139697.14	protein_coding	SBNO1	exon	exon
chr12_123413893_123413920_28_-	URS0000217972_GR_chr1_6395554_6395581_28_-	piRNA	ENSG00000150977.10	protein_coding	RILPL2	exon	exon
chr12_123937723_123937748_26_-	hsa_piR_011773_DQ585925	piRNA	ENSG00000119242.8	protein_coding	CCDC92	exon	exon
chr12_123945777_123945804_28_-	hsa_piR_002593_DQ573504	piRNA	ENSG00000119242.8	protein_coding	CCDC92	exon	exon
chr12_131932180_131932207_28_+	hsa_piR_015480_DQ591151	piRNA	ENSG00000177192.14	protein_coding	PUS1	exon	exon
chr12_131945040_131945067_28_+	hsa_piR_007088_DQ579667	piRNA	ENSG00000177192.14	protein_coding	PUS1	exon	exon
chr12_132138126_132138153_28_-	hsa_piR_000007_DQ569922	piRNA	ENSG00000185163.10	protein_coding	DDX51	exon	exon
chr12_132142044_132142073_30_-	hsa_piR_004131_DQ575632	piRNA	ENSG00000185163.10	protein_coding	DDX51	exon	exon
chr12_132633898_132633923_26_-	hsa_piR_016988_DQ593437	piRNA	ENSG00000177084.18	protein_coding	POLE	exon	exon
chr12_132711460_132711489_30_+	URS0000439E82_GR_chr12_132711460_132711489_30_+	piRNA	ENSG00000247077.7	protein_coding	PGAM5	exon	exon
chr12_132856504_132856529_26_-	hsa_piR_019043_DQ596148	piRNA	ENSG00000072609.17	protein_coding	CHFR	exon	exon
chr12_132872308_132872338_31_-	hsa_piR_021812_DQ599878	piRNA	ENSG00000072609.17	protein_coding	CHFR	exon	exon
chr12_132922700_132922725_26_-	hsa_piR_002495_DQ573365	piRNA	ENSG00000196458.11	protein_coding	ZNF605	exon	exon
chr12_133083168_133083194_27_+	hsa_piR_011566_DQ585665	piRNA	ENSG00000196387.9	protein_coding	ZNF140	exon	exon
chr12_133105700_133105726_27_+	URS00003BE213_GR_chr12_133105700_133105726_27_+	piRNA	ENSG00000196387.9	protein_coding	ZNF140	exon	exon
chr13_20188969_20188995_27_-	URS000032EBE7_GR_chr13_20188969_20188995_27_-	piRNA	ENSG00000165474.8	protein_coding	GJB2	exon	exon
chr13_20567901_20567927_27_+	hsa_piR_018917_DQ595986	piRNA	ENSG00000032742.17	protein_coding	IFT88	exon	exon
chr13_20567955_20567981_27_+	hsa_piR_019010_DQ596097	piRNA	ENSG00000032742.17	protein_coding	IFT88	exon	exon
chr13_20643479_20643509_31_+	hsa_piR_002052_DQ572744	piRNA	ENSG00000032742.17	protein_coding	IFT88	exon	exon
chr13_26687175_26687201_27_+	hsa_piR_016341_DQ592268	piRNA	ENSG00000132970.14	protein_coding	WASF3	exon	exon
chr13_27256192_27256217_26_+	hsa_piR_017978_DQ594786	piRNA	ENSG00000122026.10	protein_coding	RPL21	exon	exon
chr13_27256242_27256273_32_+	hsa_piR_000798_DQ570996	piRNA	ENSG00000122026.10	protein_coding	RPL21	exon	exon
chr13_27256464_27256490_27_+	hsa_piR_007419_DQ580106	piRNA	ENSG00000122026.10	protein_coding	RPL21	exon	exon
chr13_28678058_28678088_31_+	hsa_piR_020219_DQ597765	piRNA	ENSG00000132963.8	protein_coding	POMP	exon	exon
chr13_29510090_29510117_28_-	hsa_piR_013121_DQ587793	piRNA	ENSG00000139514.13	protein_coding	SLC7A1	exon	exon
chr13_29511217_29511245_29_-	hsa_piR_022187_DQ600383	piRNA	ENSG00000139514.13	protein_coding	SLC7A1	exon	exon
chr13_29512303_29512334_32_-	hsa_piR_003104_DQ574198	piRNA	ENSG00000139514.13	protein_coding	SLC7A1	exon	exon
chr13_36989494_36989521_28_-	hsa_piR_014682_DQ590097	piRNA	ENSG00000120697.9	protein_coding	ALG5	exon	exon
chr13_40799263_40799288_26_+	hsa_piR_010666_DQ584367	piRNA	ENSG00000102743.15	protein_coding	SLC25A15	exon	exon
chr13_40810703_40810731_29_+	hsa_piR_013493_DQ588313	piRNA	ENSG00000102743.15	protein_coding	SLC25A15	exon	exon
chr13_44434564_44434591_28_-	hsa_piR_006494_DQ578878	piRNA	ENSG00000102804.15	protein_coding	TSC22D1	exon	exon
chr13_50970331_50970360_30_+	hsa_piR_001990_DQ572662	piRNA	ENSG00000136104.21	protein_coding	RNASEH2B	exon	exon
chr13_51113187_51113212_26_-	hsa_piR_013547_DQ588484	piRNA	ENSG00000226792.7	protein_coding	C13orf42	exon	exon
chr13_51172360_51172386_27_-	URS0000508259_GR_chr13_51172360_51172386_27_-	piRNA	ENSG00000226792.7	protein_coding	C13orf42	exon	exon
chr13_51756338_51756364_27_+	hsa_piR_010986_DQ584821	piRNA	ENSG00000139668.9	protein_coding	WDFY2	exon	exon
chr13_51761658_51761686_29_+	hsa_piR_017879_DQ594671	piRNA	ENSG00000139668.9	protein_coding	WDFY2	exon	exon
chr13_51762602_51762628_27_+	hsa_piR_014347_DQ589624	piRNA	ENSG00000139668.9	protein_coding	WDFY2	exon	exon
chr13_51764465_51764490_26_+	hsa_piR_007600_DQ580360	piRNA	ENSG00000139668.9	protein_coding	WDFY2	exon	exon
chr13_51766266_51766295_30_+	hsa_piR_022247_DQ600457	piRNA	ENSG00000139668.9	protein_coding	WDFY2	exon	exon
chr13_52029904_52029934_31_+	hsa_piR_012499_DQ586909	piRNA	ENSG00000253710.4	protein_coding	ALG11	exon	exon
chr13_52064921_52064947_27_-	hsa_piR_014777_DQ590225	piRNA	ENSG00000197168.13	protein_coding	NEK5	exon	exon
chr13_52065056_52065081_26_-	URS000057DF45_GR_chr1_8503022_8503047_26_-	piRNA	ENSG00000197168.13	protein_coding	NEK5	exon	exon
chr13_52065078_52065106_29_-	URS00005923D6_GR_chr1_6304426_6304454_29_+	piRNA	ENSG00000197168.13	protein_coding	NEK5	exon	exon
chr13_52657547_52657574_28_+	hsa_piR_018315_DQ595213	piRNA	ENSG00000165416.14	protein_coding	SUGT1	exon	exon
chr13_95723264_95723289_26_+	hsa_piR_012001_DQ586220	piRNA	ENSG00000102580.15	protein_coding	DNAJC3	exon	exon
chr13_95792973_95792999_27_+	hsa_piR_010486_DQ584124	piRNA	ENSG00000102580.15	protein_coding	DNAJC3	exon	exon
chr13_97465903_97465928_26_+	hsa_piR_008807_DQ581949	piRNA	ENSG00000125249.7	protein_coding	RAP2A	exon	exon
chr13_98176286_98176317_32_-	hsa_piR_008728_DQ581845	piRNA	ENSG00000139797.8	protein_coding	RNF113B	exon	exon
chr13_98431514_98431541_28_+	URS0000118350_GR_chr1_1944659_1944686_28_+	piRNA	ENSG00000152767.17	protein_coding	FARP1	exon	exon
chr13_100112005_100112035_31_+	hsa_piR_009820_DQ583220	piRNA	ENSG00000175198.17	protein_coding	PCCA	exon	exon
