RNAcentral_id	GR	logFC_Spheroid_Mono_FC	P.Value_Spheroid_Mono_FC	adj.P.Val_Spheroid_Mono_FC	logFC_Spheroid_Mono_salmon	P.Value_Spheroid_Mono_salmon	adj.P.Val_Spheroid_Mono_salmon	gene_type	RNA_type	ENSEMBL	GENCODE	GENECARDS	LNCIPEDIA	NONCODE	ENA	LNCBOOK	MALACARDS	HGNC	REFSEQ	RFAM	LNCBASE	MIRBASE	PDB	MIRGENEDB	SNODB	SNOPY	TARBASE	GTRNADB	SRPDB	5SRRNADB	LNCRNADB	MODOMICS	SILVA	TMRNA_WEB
URS000075D26F	chr12_48654444_48654530_87_-	4.096588341537942	4.011922376830635e-7	2.6248406940788773e-6	4.348336300250022	9.003093379864286e-6	1.493272003574648e-4	precursor_RNA	precursor_RNA	ENST00000627649_gn_ENSG00000281842.2	ENST00000627649_gn_MIR1291	GENECARDS:MIR1291:URS000075D26F_9606_gn_MIR1291	NA	NA	LM610116.1:1..87:precursor_RNA_gn_mir-1291	NA	MALACARDS:MIR1291:URS000075D26F_9606_gn_MIR1291	HGNC:35284_gn_MIR1291	NR_031623_gn_MIR1291	NA	NA	MI0006353_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000330617	chr9_95085463_95085484_22_+	-3.339727521553585	4.092612593540756e-7	2.665679363382126e-6	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:MIR27B:URS0000330617_9606_gn_MIR27B	NA	NA	LM380266.1:1..22:ncRNA_gn_NA, LM608480.1:19..40:ncRNA_gn_NA	NA	MALACARDS:MIR27B:URS0000330617_9606_gn_MIR27B	NA	NR_029665_gn_MIR27B	NA	hsa-miR-27b-5p_gn_NA	MIMAT0004588_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000282AB2	chr6_28719704_28719775_72_+	1.9879624806468623	4.134802784599929e-7	2.681189894547243e-6	0.947525935071832	0.00250884332608241	0.00499228064379944	tRNA	tRNA	NA	NA	GENECARDS:TRA-AGC2-1:URS0000282AB2_9606_gn_TRA-AGC2-1, GENECARDS:TRA-AGC2-2:URS0000282AB2_9606_gn_TRA-AGC2-2, GENECARDS:TRA-AGC7-1:URS0000282AB2_9606_gn_TRA-AGC7-1	NA	NA	HG983549.1:1..72:tRNA_gn_tRNA-Ala-AGC-2-1, HG983550.1:1..72:tRNA_gn_tRNA-Ala-AGC-2-2	NA	NA	HGNC:34654_gn_TRA-AGC2-1, HGNC:34861_gn_TRA-AGC2-2	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Ala-AGC-2-1:CM000668.1:28806221-28806292_gn_tRNA-Ala-AGC-2-1, tRNA-Ala-AGC-2-1:CM000668.2:28838444-28838515_gn_tRNA-Ala-AGC-2-1, tRNA-Ala-AGC-2-2:CM000668.1:28831462-28831533_gn_tRNA-Ala-AGC-2-2, tRNA-Ala-AGC-2-2:CM000668.2:28863685-28863756_gn_tRNA-Ala-AGC-2-2, tRNA-Ala-AGC-7-1:CM000668.2:28719704-28719775_gn_tRNA-Ala-AGC-7-1	NA	NA	NA	NA	NA	NA
URS00001C770D	chr2_240456015_240456037_23_+	-2.007988534483274	4.198992292051923e-7	2.698823680221919e-6	-2.529491403015329	3.393915241845185e-5	2.589919786495452e-4	miRNA	miRNA	NA	NA	GENECARDS:MIR149:URS00001C770D_9606_gn_MIR149	NA	NA	LM379068.1:1..23:ncRNA_gn_NA, LM608518.1:15..37:ncRNA_gn_NA	NA	MALACARDS:MIR149:URS00001C770D_9606_gn_MIR149	NA	NR_029702_gn_MIR149	NA	hsa-miR-149-5p_gn_NA	MIMAT0000450_gn_NA	NA	Hsa-Mir-149_5p_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000058760A	chr2_176150329_176150351_23_+	0.6079889029223047	4.242616028754049e-7	2.7149020991018232e-6	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:MIR10B:URS000058760A_9606_gn_MIR10B	NA	NA	AJ535830.1:1..23:ncRNA_gn_miR-162, LM378895.1:1..23:ncRNA_gn_NA, LM608341.1:27..49:ncRNA_gn_NA	NA	MALACARDS:MIR10B:URS000058760A_9606_gn_MIR10B	NA	NR_029609_gn_MIR10B	NA	hsa-miR-10b-5p_gn_NA	MIMAT0000254_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000537082	chr2_135665411_135665433_23_+	-4.481481920792902	4.3012324128301874e-7	2.740392179178709e-6	-4.5196068306485895	9.486650586898316e-5	4.453495985517281e-4	miRNA	miRNA	NA	NA	GENECARDS:MIR128-1:URS0000537082_9606_gn_MIR128-1	NA	NA	LM383144.1:1..23:ncRNA_gn_NA, LM608487.1:15..37:ncRNA_gn_NA	NA	MALACARDS:MIR128-1:URS0000537082_9606_gn_MIR128-1	NA	NR_029672_gn_MIR128-1	NA	NA	MIMAT0026477_gn_NA	NA	Hsa-Mir-128-P1_5p*_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000B4F0ED	chr14_16057563_16057624_62_+	-3.6279845655893856	4.370549379281772e-7	2.772448497553089e-6	-2.0816315912598427	2.172719264711465e-4	7.620657701799311e-4	precursor_RNA	precursor_RNA	NA	NA	GENECARDS:KY994077:URS0000B4F0ED_9606_gn_KY994077	NA	NA	KY994077.1:1..62:precursor_RNA_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00000980C2	chr1_40757300_40757323_24_+	-1.0756636529028372	4.486801748104118e-7	2.821656789001684e-6	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-30-P2a_5p_gn_NA, Hsa-Mir-30-P2b_5p_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000072540A	chr16_3191989_3192060_72_+	-2.031692569077661	4.514504512097682e-7	2.8268935979186775e-6	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:TRP-AGG1-1:URS000072540A_9606_gn_TRP-AGG1-1	NA	NA	HG983977.1:1..72:tRNA_gn_tRNA-Pro-AGG-1-1	NA	NA	HGNC:34579_gn_TRP-AGG1-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Pro-AGG-1-1:CM000678.1:3241989-3242060_gn_tRNA-Pro-AGG-1-1, tRNA-Pro-AGG-1-1:CM000678.2:3191989-3192060_gn_tRNA-Pro-AGG-1-1	NA	NA	NA	NA	NA	NA
URS0000700D52	chr6_27631421_27631514_94_+	-1.9672660281561267	4.549656301667709e-7	2.8367301470654647e-6	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:TRI-TAT2-3:URS0000700D52_9606_gn_TRI-TAT2-3	NA	NA	NA	NA	NA	NA	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00001FA156	chrY_3137061_3137100_40_+	3.395837583152396	4.571917917070358e-7	2.8384801025555965e-6	NA	NA	NA	piRNA	piRNA	NA	NA	GENECARDS:piR-31935-001:URS00001FA156_9606_gn_piR-31935-001, GENECARDS:piR-31935-002:URS00001FA156_9606_gn_piR-31935-002, GENECARDS:piR-31935-003:URS00001FA156_9606_gn_piR-31935-003, GENECARDS:piR-31935-004:URS00001FA156_9606_gn_piR-31935-004, GENECARDS:piR-31935-005:URS00001FA156_9606_gn_piR-31935-005	NA	NA	DQ571823.1:1..31:ncRNA_gn_piR-31935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000049100	chr13_60267986_60268003_18_+	-1.4431013053685469	4.661318170537415e-7	2.8817216994974954e-6	-1.420932459178653	1.401372100784164e-4	5.565090204732342e-4	miRNA	miRNA	NA	NA	GENECARDS:MF281435-001:URS0000049100_9606_gn_MF281435-001, GENECARDS:MF281435-002:URS0000049100_9606_gn_MF281435-002, GENECARDS:MF281435-003:URS0000049100_9606_gn_MF281435-003, GENECARDS:MF281435-004:URS0000049100_9606_gn_MF281435-004, GENECARDS:MF281435-005:URS0000049100_9606_gn_MF281435-005, GENECARDS:MF281435-006:URS0000049100_9606_gn_MF281435-006, GENECARDS:MF281435-007:URS0000049100_9606_gn_MF281435-007, GENECARDS:MF281435-008:URS0000049100_9606_gn_MF281435-008, GENECARDS:MF281435-009:URS0000049100_9606_gn_MF281435-009	NA	NA	MF281435.1:1..18:ncRNA_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004FB43D	chr7_130876749_130876770_22_-	-1.0697351303090832	4.83913192097739e-7	2.978652619709956e-6	-0.6688682961413814	0.00266497109567012	0.00527263849614509	misc_RNA	misc_RNA	NA	NA	GENECARDS:AJ421751:URS00004FB43D_9606_gn_AJ421751	NA	NA	AJ421751.1:1..22:misc_RNA_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000390F3A	chr17_75034431_75034503_73_-	3.1452964811753557	4.936422948783278e-7	2.978652619709956e-6	3.7345282493617447	1.8388259732185245e-4	6.722405650929118e-4	tRNA	tRNA	NA	NA	GENECARDS:TRR-CCT2-1:URS0000390F3A_9606_gn_TRR-CCT2-1	NA	NA	HG983606.1:1..73:tRNA_gn_tRNA-Arg-CCT-2-1	NA	NA	HGNC:34744_gn_TRR-CCT2-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Arg-CCT-2-1:CM000679.1:73030526-73030598_gn_tRNA-Arg-CCT-2-1, tRNA-Arg-CCT-2-1:CM000679.2:75034431-75034503_gn_tRNA-Arg-CCT-2-1	NA	NA	NA	NA	NA	NA
URS00004B1671	chr10_103394301_103394322_22_-	-1.9611634324620928	4.938998905688479e-7	2.978652619709956e-6	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:MIR1307:URS00004B1671_9606_gn_MIR1307	NA	NA	LM380726.1:1..22:ncRNA_gn_NA, LM610181.1:80..101:ncRNA_gn_NA	NA	MALACARDS:MIR1307:URS00004B1671_9606_gn_MIR1307	NA	NR_031707_gn_MIR1307	NA	hsa-miR-1307-3p_gn_NA	MIMAT0005951_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002D7BB5	chr17_75033906_75033978_73_+	3.1371288012882665	4.944169043758854e-7	2.978652619709956e-6	3.6413913134981417	5.0136204531231506e-5	3.078676309495935e-4	tRNA	tRNA	NA	NA	GENECARDS:TRR-CCT1-1:URS00002D7BB5_9606_gn_TRR-CCT1-1	NA	NA	HG983605.1:1..73:tRNA_gn_tRNA-Arg-CCT-1-1	NA	NA	HGNC:34638_gn_TRR-CCT1-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Arg-CCT-1-1:CM000679.1:73030001-73030073_gn_tRNA-Arg-CCT-1-1, tRNA-Arg-CCT-1-1:CM000679.2:75033906-75033978_gn_tRNA-Arg-CCT-1-1	NA	NA	NA	NA	NA	NA
URS000075CB76	chr14_45110875_45110973_99_+	4.025206704141808	4.961018413910345e-7	2.978652619709956e-6	NA	NA	NA	snoRNA	snoRNA	NA	NA	GENECARDS:SNORD127:URS000075CB76_9606_gn_SNORD127	NA	NA	NA	NA	NA	HGNC:33555_gn_SNORD127	NR_003691_gn_SNORD127	NA	NA	NA	NA	NA	1327_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000072E179	chr14_45110883_45110968_86_+	4.025206704141808	4.961018413910345e-7	2.978652619709956e-6	2.194791787366916	0.0537583755704476	0.07572416343794233	snoRNA	snoRNA	ENST00000458892_gn_ENSG00000239043.1	ENST00000458892_gn_SNORD127	GENECARDS:SNORD127:URS000072E179_9606_gn_SNORD127	NA	NA	NA	NA	NA	NA	NA	RF01186_gn_NA	NA	NA	NA	NA	1283_gn_NA	Homo_sapiens300770_gn_SNORD127	NA	NA	NA	NA	NA	NA	NA	NA
URS000066103F	chr17_75035113_75035185_73_+	-2.3225125989079287	4.998890339144188e-7	2.9845065212236195e-6	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:TRR-TCG3-1:URS000066103F_9606_gn_TRR-TCG3-1	NA	NA	HG983617.1:1..73:tRNA_gn_tRNA-Arg-TCG-3-1	NA	NA	HGNC:34939_gn_TRR-TCG3-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Arg-TCG-3-1:CM000679.1:73031208-73031280_gn_tRNA-Arg-TCG-3-1, tRNA-Arg-TCG-3-1:CM000679.2:75035113-75035185_gn_tRNA-Arg-TCG-3-1	NA	NA	NA	NA	NA	NA
URS00003841F3	chr7_100094003_100094023_21_-	-1.7310383526428217	5.011679901986201e-7	2.9845065212236195e-6	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-17-P3c_3p_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002D9CBA	chr2_135665397_135665478_82_+	-2.1176777051365043	5.165621049459204e-7	3.063675248439422e-6	-1.3156280279155013	3.226128375958551e-4	9.752834244243928e-4	precursor_RNA	precursor_RNA	ENST00000384921_gn_ENSG00000207654.4	ENST00000384921_gn_MIR128-1	GENECARDS:MIR128-1:URS00002D9CBA_9606_gn_MIR128-1	NA	NA	HI454488.1:1..82:misc_RNA_gn_NA, LM608487.1:1..82:precursor_RNA_gn_mir-128-1	NA	MALACARDS:MIR128-1:URS00002D9CBA_9606_gn_MIR128-1	HGNC:31510_gn_MIR128-1	NR_029672_gn_MIR128-1	RF00649_gn_NA	NA	MI0000447_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFDAD6	chr2_240456014_240456076_63_+	-1.9866764061806472	5.372292613978998e-7	3.1579898326031993e-6	-1.4672119416143117	6.632021915772106e-4	0.00170351935483558	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-149_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000384021	chr7_100094002_100094023_22_-	-1.7375474854260462	5.380675756629549e-7	3.1579898326031993e-6	-1.8602047905949848	4.985796183142856e-5	3.078676309495935e-4	miRNA	miRNA	NA	NA	GENECARDS:MIR106B:URS0000384021_9606_gn_MIR106B	NA	NA	LM380336.1:1..22:ncRNA_gn_NA, LM608661.1:52..73:ncRNA_gn_NA	NA	MALACARDS:MIR106B:URS0000384021_9606_gn_MIR106B	NA	NR_029831_gn_MIR106B	NA	hsa-miR-106b-3p_gn_NA	MIMAT0004672_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00001C8A86	chr17_30117095_30117117_23_+	-1.7210437924360704	5.77090382214437e-7	3.354481544425751e-6	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:MIR423:URS00001C8A86_9606_gn_MIR423	NA	NA	AY882281.1:1..23:ncRNA_gn_NA, LM380368.1:1..23:ncRNA_gn_NA, LM608933.1:17..39:ncRNA_gn_NA	NA	MALACARDS:MIR423:URS00001C8A86_9606_gn_MIR423	NA	NR_029945_gn_MIR423	NA	hsa-miR-423-5p_gn_NA	MIMAT0004748_gn_NA	NA	Hsa-Mir-423_5p_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075F097	chr17_30117095_30117117_23_-	-1.7210437924360704	5.77090382214437e-7	3.354481544425751e-6	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:MIR3184:URS000075F097_9606_gn_MIR3184	NA	NA	NA	NA	NA	NA	NR_036149_gn_MIR3184	NA	NA	MIMAT0022731_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000441811	chr21_8210896_8210927_32_+	3.4466781965255615	5.961299440671365e-7	3.451403128547429e-6	2.508913431215081	8.30132328819753e-6	1.4829182055734678e-4	piRNA	piRNA	NA	NA	GENECARDS:piR-33082-001:URS0000441811_9606_gn_piR-33082-001, GENECARDS:piR-33082-002:URS0000441811_9606_gn_piR-33082-002, GENECARDS:piR-33082-003:URS0000441811_9606_gn_piR-33082-003, GENECARDS:piR-33082-004:URS0000441811_9606_gn_piR-33082-004	NA	NA	DQ592970.1:1..32:ncRNA_gn_piR-33082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000050B350	chr19_49489966_49490047_82_+	1.506709420272058	6.03879121536844e-7	3.4824491633290728e-6	0.5911901504166774	0.538986270212062	0.5875772654461592	snoRNA	snoRNA	NA	NA	GENECARDS:SNORD32A:URS000050B350_9606_gn_SNORD32A	NA	NA	AB028893.1:3145..3226:ncRNA_gn_U32	NA	MALACARDS:SNORD32A:URS000050B350_9606_gn_SNORD32A	HGNC:10159_gn_SNORD32A	NR_000021_gn_SNORD32A	NA	NA	NA	NA	NA	207_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006365BC	chr1_143691474_143691545_72_+	-1.2873928190180737	6.238035804038319e-7	3.5831867079101996e-6	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:TRQ-CTG4-1:URS00006365BC_9606_gn_TRQ-CTG4-1, GENECARDS:TRQ-CTG4-2:URS00006365BC_9606_gn_TRQ-CTG4-2	NA	NA	HG983724.1:1..72:tRNA_gn_tRNA-Gln-CTG-4-1, HG983725.1:1..72:tRNA_gn_tRNA-Gln-CTG-4-2	NA	NA	HGNC:34615_gn_TRQ-CTG4-1, HGNC:34824_gn_TRQ-CTG4-2	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Gln-CTG-4-1:CM000663.1:147737382-147737453_gn_tRNA-Gln-CTG-4-1, tRNA-Gln-CTG-4-1:CM000663.2:148265108-148265179_gn_tRNA-Gln-CTG-4-1, tRNA-Gln-CTG-4-2:CM000663.1:149186125-149186196_gn_tRNA-Gln-CTG-4-2, tRNA-Gln-CTG-4-2:CM000663.2:143691474-143691545_gn_tRNA-Gln-CTG-4-2	NA	NA	NA	NA	NA	NA
URS00006D7506	chr19_49489965_49490048_84_+	1.5051830952855043	6.357228274371558e-7	3.627775381138116e-6	NA	NA	NA	snoRNA	snoRNA	ENST00000364805_gn_ENSG00000201675.1	ENST00000364805_gn_SNORD32A	GENECARDS:SNORD32A:URS00006D7506_9606_gn_SNORD32A	NA	NA	NA	NA	MALACARDS:SNORD32A:URS00006D7506_9606_gn_SNORD32A	NA	NA	RF00133_gn_NA	NA	NA	NA	NA	957_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000514CEC	chr21_8258710_8258726_17_+	6.987919868035551	6.454736735912572e-7	3.664381672255425e-6	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:hsa-miR-3656-001:URS0000514CEC_9606_gn_hsa-miR-3656-001, GENECARDS:hsa-miR-3656-002:URS0000514CEC_9606_gn_hsa-miR-3656-002, GENECARDS:hsa-miR-3656-003:URS0000514CEC_9606_gn_hsa-miR-3656-003	NA	NA	LM382150.1:1..17:ncRNA_gn_NA, LM611184.1:49..65:ncRNA_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-3656_gn_NA	NA	NA	NA	NA	NA	NA	NA
URS0000338542	chr21_25573983_25574005_23_+	-1.228895160132769	6.627618366410286e-7	3.7479438746482977e-6	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:MIR155:URS0000338542_9606_gn_MIR155	NA	NA	LM379168.1:1..23:ncRNA_gn_NA, LM608611.1:4..26:ncRNA_gn_NA	NA	MALACARDS:MIR155:URS0000338542_9606_gn_MIR155	NA	NA	NA	hsa-miR-155-5p_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00005FF45E	chr1_65058441_65058462_22_-	1.8406454448598903	6.714340901282954e-7	3.7823256274022505e-6	1.749647231463208	1.648905558398482e-4	6.29145518884081e-4	miRNA	miRNA	NA	NA	GENECARDS:MIR101-1:URS00005FF45E_9606_gn_MIR101-1, GENECARDS:MIR101-2:URS00005FF45E_9606_gn_MIR101-2	NA	NA	AF480499.1:1..22:ncRNA_gn_NA	NA	MALACARDS:MIR101-1:URS00005FF45E_9606_gn_MIR101-1	NA	NA	NA	NA	NA	NA	Hsa-Mir-101-P1-v2_3p_gn_NA, Hsa-Mir-101-P2-v2_3p_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000164B86	chr11_62853904_62853968_65_-	1.4800151661056553	6.815606656552387e-7	3.824603889196128e-6	2.694657319948215	1.1833547717117943e-6	9.195272984152152e-5	snoRNA	snoRNA	NA	NA	GENECARDS:SNORD29:URS0000164B86_9606_gn_SNORD29	NA	NA	U40580.1:2415..2479:ncRNA_gn_UHG	NA	MALACARDS:SNORD29:URS0000164B86_9606_gn_SNORD29	HGNC:10151_gn_SNORD29	NR_002559_gn_SNORD29	RF00070_gn_NA	NA	NA	NA	NA	57_gn_NA	Homo_sapiens300165_gn_SNORD29	NA	NA	NA	NA	NA	NA	NA	NA
URS000040D674	chr11_122152275_122152296_22_-	-2.011839970574034	6.895140505346992e-7	3.8544099606518245e-6	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:MIR100:URS000040D674_9606_gn_MIR100	NA	NA	AF480498.1:1..22:ncRNA_gn_NA, LM378785.1:1..22:ncRNA_gn_NA, LM608188.1:13..34:ncRNA_gn_NA	NA	MALACARDS:MIR100:URS000040D674_9606_gn_MIR100	NA	NR_029515_gn_MIR100	NA	hsa-miR-100-5p_gn_NA	MIMAT0000098_gn_NA	NA	Hsa-Mir-10-P2a_5p_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00005874CD	chr21_8218452_8218479_28_+	4.447596755854075	6.93714745094083e-7	3.863090889665141e-6	4.317099421354732	9.014773656940962e-5	4.32049517948512e-4	piRNA	piRNA	NA	NA	GENECARDS:piR-51657-001:URS00005874CD_9606_gn_piR-51657-001, GENECARDS:piR-51657-002:URS00005874CD_9606_gn_piR-51657-002, GENECARDS:piR-51657-003:URS00005874CD_9606_gn_piR-51657-003	NA	NA	DQ584545.1:1..28:ncRNA_gn_piR-51657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000035DA2D	chr1_146039402_146039429_28_+	3.02149194084261	7.032876928775403e-7	3.901508531970842e-6	NA	NA	NA	piRNA	piRNA	NA	NA	GENECARDS:piR-31103:URS000035DA2D_9606_gn_piR-31103, GENECARDS:piR-33161-001:URS000035DA2D_9606_gn_piR-33161-001, GENECARDS:piR-33161-002:URS000035DA2D_9606_gn_piR-33161-002, GENECARDS:piR-33161-003:URS000035DA2D_9606_gn_piR-33161-003, GENECARDS:piR-33161-004:URS000035DA2D_9606_gn_piR-33161-004, GENECARDS:piR-33161-005:URS000035DA2D_9606_gn_piR-33161-005	NA	NA	DQ575492.1:1..29:ncRNA_gn_piR-43604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00001230A0	chr1_65058442_65058462_21_-	1.963883744278144	7.242595050987474e-7	3.9926558321478375e-6	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:MIR101-1:URS00001230A0_9606_gn_MIR101-1, GENECARDS:MIR101-2:URS00001230A0_9606_gn_MIR101-2	NA	NA	LM378786.1:1..21:ncRNA_gn_NA, LM608189.1:47..67:ncRNA_gn_NA, LM608666.1:49..69:ncRNA_gn_NA	NA	MALACARDS:MIR101-1:URS00001230A0_9606_gn_MIR101-1	NA	NR_029516_gn_MIR101-1, NR_029836_gn_MIR101-2	NA	hsa-miR-101-3p_gn_NA	MIMAT0000099_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000679788	chr7_151238441_151238515_75_+	-2.98450520014947	7.251910867163652e-7	3.9926558321478375e-6	-2.1465890357316706	3.7271512167004706e-4	0.00108101138609836	precursor_RNA	precursor_RNA	NA	NA	GENECARDS:MIR671:URS0000679788_9606_gn_MIR671	NA	NA	NA	NA	MALACARDS:MIR671:URS0000679788_9606_gn_MIR671	NA	NA	RF00891_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFBE9C	chrX_45747032_45747096_65_-	-1.3291317430142904	7.38815087343913e-7	4.023308455959853e-6	-1.5105112142361232	6.242340871980063e-5	3.4552675530819226e-4	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-221-P2_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006DF24F	chrX_45747031_45747100_70_-	-1.3288335175630035	7.393268880323084e-7	4.023308455959853e-6	-1.7656770656537528	7.902643695418177e-5	3.9563553787252785e-4	precursor_RNA	precursor_RNA	NA	NA	GENECARDS:MIR222:URS00006DF24F_9606_gn_MIR222	NA	NA	NA	NA	MALACARDS:MIR222:URS00006DF24F_9606_gn_MIR222	NA	NA	RF00651_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006B86A6	chr5_149732825_149732890_66_+	-1.2032853785511648	7.397706920761262e-7	4.023308455959853e-6	-0.5300260643088581	0.00342836801358169	0.00657243233823221	precursor_RNA	precursor_RNA	ENST00000362177_gn_ENSG00000199047.3	ENST00000362177_gn_MIR378A	GENECARDS:MIR378A:URS00006B86A6_9606_gn_MIR378A	NA	NA	LM608704.1:1..66:precursor_RNA_gn_mir-378a	NA	MALACARDS:MIR378A:URS00006B86A6_9606_gn_MIR378A	HGNC:31871_gn_MIR378A	NR_029870_gn_MIR378A	RF00741_gn_NA	NA	MI0000786_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFE9B8	chr1_40757299_40757360_62_+	-1.116881972413088	7.417888791317342e-7	4.023308455959853e-6	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-30-P2b_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075D43C	chr1_40757284_40757372_89_+	-1.1176948263628557	7.46996577965119e-7	4.036548175004106e-6	NA	NA	NA	precursor_RNA	precursor_RNA	ENST00000385227_gn_ENSG00000207962.1	ENST00000385227_gn_MIR30C1	GENECARDS:MIR30C1:URS000075D43C_9606_gn_MIR30C1	NA	NA	LM608663.1:1..89:precursor_RNA_gn_mir-30c-1	NA	MALACARDS:MIR30C1:URS000075D43C_9606_gn_MIR30C1	HGNC:31626_gn_MIR30C1	NR_029833_gn_MIR30C1	NA	NA	MI0000736_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
